,Names,Bus_fare,Ratings,Seats,Bus_types,Starting_time,Duration,Ending_time,Starting_point
111,City Land Travels,650,4.5,27 Seats available,Volvo A/C Semi Sleeper (2+2),19:00,10h 10m,05:10,Bharat Petrol Pump
112,Raghukul Holidays,764,2.8,24 Seats available,Volvo A/C Semi Sleeper (2+2),19:05,09h 55m,05:00,Bharat Petrol Pump
113,A N Holidays,1249,3.0,15 Seats available,Bharat Benz A/C Semi Sleeper (2+2),19:00,11h 15m,06:15,McLeod Ganj Bus Stop
114,Raghukul Holidays,719,3.1,33 Seats available,Volvo A/C Semi Sleeper (2+2),21:05,10h 30m,07:35,Dhramsala
115,Raghukul Holidays,719,2.4,33 Seats available,Volvo A/C Semi Sleeper (2+2),21:00,10h 35m,07:35,Dharamshala
116,A N Holidays,1249,3.5,15 Seats available,Bharat Benz A/C Semi Sleeper (2+2),19:30,10h 45m,06:15,Dharamshala
117,City Land Travels,650,3.2,27 Seats available,Volvo A/C Semi Sleeper (2+2),18:50,10h 20m,05:10,HRTC Workshop Dharamshala Byp...
118,A N Holidays,999,1.7,26 Seats available,Volvo A/C Semi Sleeper (2+2),20:00,10h 15m,06:15,Dharamshala Bharat Petrol Pump
119,Asian's Shina Tour & Travels (Swoyambhu Manjushree Yatayat P. LTD),INR 1499,,38 Seats available,VE A/C Seater (2+2),19:30,10h 30m,06:00,Near Bus Stand
120,City Land Travels,1338,3.6,21 Seats available,Volvo A/C Semi Sleeper (2+2),13:40,07h 30m,21:10,Tribune Chowk Near Shiv Mandir
121,City Land Travels,538,3.9,20 Seats available,Volvo A/C Semi Sleeper (2+2),14:30,07h 30m,22:00,Opp. ISBT Sector 43 Near HP P...
122,City Land Travels,1438,3.6,14 Seats available,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),14:30,07h 30m,22:00,Sector 42 IndianOil Petrol Pump
123,City Land Travels,1438,3.6,29 Seats available,Volvo A/C Seater (2+2),22:15,07h 45m,06:00,Tribune Chowk Sector 31B
124,GLOBAL HOLIDAYS ADVENTURE TOURS,855,3.7,24 Seats available,A/C Semi Sleeper (2+2),22:25,07h 35m,06:00,Sec 43
125,City Land Travels,1238,3.6,34 Seats available,Volvo A/C Semi Sleeper (2+2),22:45,07h 15m,06:00,Tribune Chowk Sector 31B
126,Laxmi holidays,1234,4.5,22 Seats available,Volvo 9600 A/C Semi Sleeper (2+2),22:50,05h 25m,04:15,Chandigarh
127,Zingbus Plus,1299,4.7,39 Seats available,Volvo A/C Semi Sleeper (2+2),23:15,05h 10m,04:25,Tribune Chowk Sector 31B
128,Laxmi holidays,1234,4.9,5 Seats available,Volvo 9600 A/C Semi Sleeper (2+2),23:30,06h 10m,05:40,Chandigarh
129,Subh Yatri Holidays,1223,3.3,24 Seats available,Volvo A/C Semi Sleeper (2+2),23:45,05h 30m,05:15,Sector 43 Hp Petrol Pump Opp ...
130,Laxmi holidays,1234,4.5,45 Seats available,Scania Multi-Axle AC Semi Sleeper (2+2),23:45,06h 00m,05:45,Chandni Chowk
131,Subh Yatri Holidays,749,3.3,31 Seats available,Volvo A/C Semi Sleeper (2+2),23:45,07h 15m,07:00,Sohana sahib gurudwara mohali
132,Rajdhani Travels,INR 899,3.1,25 Seats available,Bharat Benz A/C Seater (2+2),23:50,05h 30m,05:20,Chandni Chowk
133,HIMALAYAN HOLIDAYS,INR 1399,3.5,17 Seats available,Volvo A/C Semi Sleeper (2+2 ),23:50,05h 55m,05:50,Chandigarh Sohana Gurudwara M...
134,Metahills holidays,1350,3.7,9 Seats available,Scania A/C Semi Sleeper (2+2),23:51,08h 29m,08:20,Chandni Chowk
135,Everest Holidays,674,3.4,29 Seats available,Volvo A/C Semi Sleeper (2+2),23:55,06h 20m,06:15,Chandni Chowk
136,Malana Travels,INR 1299,4.3,36 Seats available,Volvo A/C Semi Sleeper (2+2),23:58,05h 02m,05:00,Tribune Chowk
137,HIMALAYAN HOLIDAYS,INR 1399,3.5,36 Seats available,Volvo A/C Semi Sleeper (2+2 ),23:59,06h 01m,06:00,Chandni Chowk
138,Reo India Travels,1197,3.7,21 Seats available,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),23:59,06h 31m,06:30,Sector 42 IndianOil Petrol Pump
139,Deltin Travels,INR 1420,4.6,29 Seats available,Scania Multi-Axle AC Semi Sleeper (2+2),23:59,06h 26m,06:25,Tribune Chowk Sector 31B
140,R S YADAV SMART BUS PRIVATE LIMITED,1567,4.4,6 Seats available,VE A/C Semi Sleeper (2+2),00:08,08h 11m,08:19,Sec 43 Chandigarh
141,Himgiri Adventure Tour,764,2.2,13 Seats available,Bharat Benz A/C Semi Sleeper (2+2),22:00,08h 45m,06:45,Chandigarh University Sahibza...
142,City Land Travels,1238,2.6,10 Seats available,Volvo A/C Semi Sleeper (2+2),22:15,07h 15m,05:30,Chandigarh Zirakhpur
143,Vee Kay Travels,INR 899,1.2,1 Seat available,Volvo A/C Semi Sleeper (2+2),23:05,0-18h 0-50m,05:15,Chandni Chowk
144,Laxmi holidays,1025,2.7,26 Seats available,Volvo Multi-Axle A/C Semi Sleeper (2+2),23:20,05h 55m,05:15,Chandigarh
145,TANISHQ HOLIDAYS TOUR,1259,2.8,39 Seats available,Volvo A/C Semi Sleeper (2+2),23:30,07h 00m,06:30,Chandni Chowk
146,Abtc Tour and Travels,750,2.9,10 Seats available,Bharat Benz A/C Semi Sleeper (2+2),23:45,06h 25m,06:10,
147,PAL Travel Lines,999,2.9,49 Seats available,Volvo A/C Semi Sleeper (2+2),23:45,08h 30m,08:15,
148,Himachal Travels Height,INR 1349,2.3,,Volvo A/C Semi Sleeper (2+2),23:45,06h 20m,06:05,
149,ABHI TRAVELS,1139,2.8,,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:58,05h 32m,05:30,
150,Abtc Tour and Travels,750,2.9,,Bharat Benz A/C Semi Sleeper (2+2),01:00,05h 10m,06:10,
151,Yatrabybus.com,INR 2199,2.5,,Bharat Benz A/C Semi Sleeper (2+2),22:20,06h 15m,04:35,
152,Malana Travels,INR 2099,4.7,2 Seats available,Volvo 9600 Multi Axle Semi-Sleeper (2+2),21:30,10h 00m,07:30,ISBT Kashmiri Gate
153,Ram Dalal Holidays,1647,4.7,15 Seats available,Volvo 9600 A/C Semi Sleeper (2+2),20:25,10h 25m,06:50,Majnu Ka Tilla
154,Laxmi holidays,1899,4.7,32 Seats available,Volvo 9600 A/C Semi Sleeper (2+2),23:00,13h 30m,12:30,ISBT Kashmiri Gate
155,AdZingbus Plus,1180,4.2,18 Seats available,Scania Multi-Axle AC Semi Sleeper (2+2),23:40,10h 10m,09:50,Majnu Ka Tilla
156,Laxmi holidays,1424,4.7,16 Seats available,Volvo 9600 A/C Semi Sleeper (2+2),19:00,12h 00m,07:00,ISBT Kashmiri Gate
157,IntrCity SmartBus,INR 1347,4.7,24 Seats available,Volvo 9600 A/C Semi Sleeper (2+2),18:40,12h 25m,07:05,RK Ashram
158,Deltin Travels,INR 1600,4.6,20 Seats available,Volvo 9600 A/C Semi Sleeper (2+2),20:30,11h 30m,08:00,ISBT Kashmiri Gate
159,AdZingbus Plus,1206,4.3,27 Seats available,Volvo A/C Semi Sleeper (2+2),21:10,11h 30m,08:40,Majnu Ka Tilla
160,Deltin Travels,INR 1690,4.6,21 Seats available,Volvo 9600 A/C Semi Sleeper (2+2),21:50,11h 20m,09:10,ISBT Kashmiri Gate
161,Laxmi holidays,1329,4.6,30 Seats available,Volvo 9600 A/C Semi Sleeper (2+2),17:00,12h 00m,05:00,ISBT Kashmiri Gate
162,Zingbus Plus,1180,4.6,20 Seats available,Volvo A/C Semi Sleeper (2+2),21:55,10h 45m,08:40,Majnu Ka Tilla
163,Laxmi holidays,1804,4.6,12 Seats available,Volvo 9600 A/C Semi Sleeper (2+2),22:00,12h 15m,10:15,ISBT Kashmiri Gate
164,Laxmi holidays,1766,4.6,17 Seats available,Volvo 9600 A/C Semi Sleeper (2+2),20:00,12h 00m,08:00,ISBT Kashmiri Gate
165,IntrCity SmartBus,INR 1314,4.7,18 Seats available,Volvo 9600 A/C Semi Sleeper (2+2),20:30,11h 50m,08:20,Majnu Ka Tilla
166,Laxmi holidays,1329,4.6,34 Seats available,Scania Multi-Axle AC Semi Sleeper (2+2),18:30,12h 00m,06:30,ISBT Kashmiri Gate
167,IntrCity SmartBus,INR 1704,4.6,18 Seats available,Volvo A/C Semi Sleeper (2+2),21:55,11h 10m,09:05,Majnu Ka Tilla
168,Zingbus Plus,1439,4.6,24 Seats available,Volvo A/C Semi Sleeper (2+2),17:55,11h 30m,05:25,Majnu Ka Tilla
169,Zingbus Plus,1062,4.5,25 Seats available,Volvo A/C Semi Sleeper (2+2),22:55,10h 15m,09:10,Majnu Ka Tilla
170,Laxmi holidays,1709,4.5,20 Seats available,Volvo 9600 A/C Semi Sleeper (2+2),21:00,13h 00m,10:00,ISBT Kashmiri Gate
171,Zingbus Plus,1180,4.7,31 Seats available,Volvo 9600 A/C Semi Sleeper (2+2),22:05,11h 00m,09:05,Majnu Ka Tilla
172,Yolo Bus,INR 999,4.5,26 Seats available,Volvo 9600 A/C Semi Sleeper (2+2),23:16,11h 52m,11:08,RK Ashram
173,Zingbus Plus,1033,4.5,25 Seats available,Volvo A/C Semi Sleeper (2+2),21:25,10h 35m,08:00,Majnu Ka Tilla
174,Laxmi holidays,1519,4.4,21 Seats available,Scania Multi-Axle AC Semi Sleeper (2+2),20:30,12h 00m,08:30,ISBT Kashmiri Gate
175,R S YADAV SMART BUS PRIVATE LIMITED,1329,4.4,15 Seats available,Volvo 9600 A/C Semi Sleeper (2+2),19:15,14h 34m,09:49,RK Ashram
176,Deltin Travels,INR 1420,4.4,36 Seats available,Scania Multi-Axle AC Semi Sleeper (2+2),19:30,11h 30m,07:00,ISBT Kashmiri Gate
177,Zingbus Plus,1131,4.4,36 Seats available,Scania Multi-Axle AC Semi Sleeper (2+2),22:25,10h 05m,08:30,Majnu Ka Tilla
178,R S YADAV SMART BUS PRIVATE LIMITED,1093,4.6,27 Seats available,VE A/C Semi Sleeper (2+2),19:55,13h 00m,08:55,ISBT Kashmiri Gate
179,Zingbus Plus,1033,4.4,28 Seats available,Volvo A/C Semi Sleeper (2+2),19:10,11h 10m,06:20,Majnu Ka Tilla
180,Laxmi holidays,1329,4.4,29 Seats available,Volvo 9600 A/C Semi Sleeper (2+2),18:00,12h 20m,06:20,ISBT Kashmiri Gate
181,Zingbus Plus,1376,4.3,31 Seats available,Scania A/C Semi Sleeper (2+2),20:55,10h 30m,07:25,Majnu Ka Tilla
182,Laxmi holidays,1614,4.3,47 Seats available,Scania Multi-Axle AC Semi Sleeper (2+2),22:40,13h 15m,11:55,ISBT Kashmiri Gate
183,Zingbus Plus,1197,4.5,25 Seats available,Volvo A/C Semi Sleeper (2+2),21:45,11h 15m,09:00,Majnu Ka Tilla
184,Reo India Travels,1197,4.3,31 Seats available,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),19:35,11h 50m,07:25,Majnu Ka Tilla
185,Zingbus Plus,1386,4.7,29 Seats available,Volvo 9600 A/C Semi Sleeper (2+2),22:40,11h 00m,09:40,Majnu Ka Tilla
186,FlixBus,INR 1972,4.1,2 Seats available,A/C Seater (2+2),22:00,12h 10m,10:10,Delhi Kashmere Gate (FlixBus ...
187,FlixBus,INR 1972,4.1,2 Seats available,A/C Seater (2+2),18:30,12h 25m,06:55,Delhi Kashmere Gate (FlixBus ...
188,SHRI BALAJII TRAVELS,INR 1149,4.2,4 Seats available,Volvo A/C Semi Sleeper (2+2),19:01,10h 59m,06:00,Majnu Ka Tilla
189,Yolo Bus,INR 999,4.2,41 Seats available,Scania Multi-Axle AC Semi Sleeper (2+2),22:33,10h 42m,09:15,ISBT Kashmiri Gate
190,Laxmi holidays,1671,4.3,25 Seats available,Scania Multi-Axle AC Semi Sleeper (2+2),19:30,12h 00m,07:30,ISBT Kashmiri Gate
191,Zingbus Plus,1256,4.1,36 Seats available,Scania Multi-Axle AC Semi Sleeper (2+2),23:55,11h 05m,11:00,Majnu Ka Tilla
192,Shivay Holidays,INR 1189,4.4,27 Seats available,Volvo A/C Semi Sleeper (2+2),20:00,11h 00m,07:00,Kashmiri Gate Metro Gate No. 5
193,Laxmi holidays,1140,3.9,28 Seats available,Scania Multi-Axle AC Semi Sleeper (2+2),21:20,13h 30m,10:50,ISBT Kashmiri Gate
194,Laxmi holidays,1054,3.7,12 Seats available,Volvo Multi-Axle A/C Semi Sleeper (2+2),17:30,12h 30m,06:00,ISBT Kashmiri Gate
195,Malana Travels,INR 1299,4.2,17 Seats available,Volvo A/C Semi Sleeper (2+2),19:00,10h 30m,05:30,Majnu Ka Tilla
196,Deltin Travels,INR 1230,3.7,39 Seats available,Scania Multi-Axle AC Semi Sleeper (2+2),23:00,11h 30m,10:30,ISBT Kashmiri Gate
197,City Land Travels,1238,4.1,29 Seats available,Volvo A/C Semi Sleeper (2+2),16:30,14h 00m,06:30,ISBT Kashmiri Gate
198,Himalayan Nomad KTC,1395,3.6,10 Seats available,Volvo A/C Semi Sleeper (2+2),19:31,11h 29m,07:00,RK Ashram
199,City Land Travels,1339,3.9,37 Seats available,Volvo A/C Semi Sleeper (2+2),09:00,13h 45m,22:45,Majnu Ka Tilla
200,Deltin Travels,INR 1440,4.5,47 Seats available,Scania Multi-Axle AC Semi Sleeper (2+2),23:00,11h 30m,10:30,ISBT Kashmiri Gate
201,City Land Travels,919,3.0,42 Seats available,Scania Multi-Axle AC Semi Sleeper (2+2),18:40,13h 35m,08:15,Majnu Ka Tilla
202,City Land Travels,1038,3.7,13 Seats available,Scania Multi-Axle AC Semi Sleeper (2+2),23:55,13h 25m,13:20,Majnu Ka Tilla
203,Zingbus Plus,1082,3.7,1 Seat available,Volvo A/C Semi Sleeper (2+2),22:55,10h 15m,09:10,Kashmiri Gate Metro Gate no.4
204,G.T.SHolidays,INR 799,3.1,5 Seats available,Bharat Benz A/C Semi Sleeper (2+2),19:30,12h 00m,07:30,Majnu Ka Tilla
205,TRAVELLING INDIA,1071,4.1,24 Seats available,Volvo A/C Semi Sleeper (2+2),19:20,13h 00m,08:20,Majnu Ka Tilla
206,Reo India Travels,1197,4.0,18 Seats available,Volvo A/C Semi Sleeper (2+2),22:15,12h 45m,11:00,ISBT Kashmiri Gate
207,PAL Travel Lines,999,4.1,41 Seats available,Volvo A/C Semi Sleeper (2+2),21:30,11h 00m,08:30,ISBT Kashmiri Gate
208,Metahills holidays,1350,3.9,30 Seats available,Scania A/C Semi Sleeper (2+2),19:30,13h 00m,08:30,ISBT Kashmiri Gate
209,BT Travels,1092,3.1,16 Seats available,Bharat Benz A/C Semi Sleeper (2+2),19:45,12h 30m,08:15,ISBT Kashmiri Gate
210,Metahills holidays,1350,3.8,42 Seats available,Scania A/C Semi Sleeper (2+2),21:00,13h 00m,10:00,Majnu Ka Tilla
211,Ram Dalal Holidays,1489,4.7,39 Seats available,Scania Multi-Axle AC Semi Sleeper (2+2),21:55,10h 25m,08:20,Majnu Ka Tilla
212,City Land Travels,1149,3.9,5 Seats available,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:00,13h 25m,12:25,RK Ashram
213,Himalayan Nomad KTC,1395,2.9,20 Seats available,Volvo A/C Semi Sleeper (2+2),19:15,12h 15m,07:30,ISBT Kashmiri Gate
214,Zingbus Plus,1599,3.3,12 Seats available,Volvo A/C Semi Sleeper (2+2),21:00,11h 10m,08:10,RK Ashram
215,Himalayan Nomad KTC,1395,3.2,27 Seats available,Volvo A/C Semi Sleeper (2+2),20:00,14h 30m,10:30,ISBT Kashmiri Gate
216,City Land Travels,1038,3.9,23 Seats available,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),19:25,12h 20m,07:45,Majnu Ka Tilla
217,Reo India Travels,1197,3.6,26 Seats available,Volvo A/C Semi Sleeper (2+2),21:55,12h 35m,10:30,ISBT Kashmiri Gate
218,City Land Travels,1019,3.1,8 Seats available,Volvo A/C Semi Sleeper (2+2),21:20,13h 25m,10:45,Majnu Ka Tilla
219,HIMALAYAN HOLIDAYS,INR 1399,4.4,16 Seats available,Volvo A/C Semi Sleeper (2+2 ),20:00,11h 00m,07:00,KASHMIRE GATE No04 NEAR HP PE...
220,ROYAL SAFARI INDIA TRAVELS,1439,4.0,19 Seats available,Bharat Benz A/C Semi Sleeper (2+2),21:00,11h 30m,08:30,Civil Lines
221,JN HOLIDAYS,970,3.8,31 Seats available,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),20:00,11h 00m,07:00,ISBT Kashmiri Gate
222,City Land Travels,889,3.5,41 Seats available,Volvo A/C Seater (2+2),23:30,12h 20m,11:50,Majnu Ka Tilla
223,City Land Travels,938,3.7,22 Seats available,Volvo A/C Semi Sleeper (2+2),22:40,13h 25m,12:05,RK Ashram
224,Subh Yatri Holidays,1223,3.9,26 Seats available,Volvo A/C Semi Sleeper (2+2),18:00,11h 30m,05:30,ISBT Kashmiri Gate
225,SPEED BUS,INR 1330,2.5,17 Seats available,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),20:00,12h 00m,08:00,Majnu Ka Tilla
226,ABHI TRAVELS,1139,3.4,5 Seats available,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),19:30,11h 00m,06:30,RK Ashram
227,Subh Yatri Holidays,1023,2.9,8 Seats available,Volvo A/C Semi Sleeper (2+2),21:00,11h 15m,08:15,Majnu Ka Tilla
228,SIDDHI VINAYAK TRAVELS,998,2.6,19 Seats available,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),19:30,13h 30m,09:00,Majnu Ka Tilla
229,Travel hub,1080,2.9,38 Seats available,Volvo A/C Semi Sleeper (2+2),18:45,12h 30m,07:15,Majnu Ka Tilla
230,City Land Travels,1249,3.3,32 Seats available,Volvo A/C Semi Sleeper (2+2),08:10,13h 45m,21:55,ISBT Kashmiri Gate
231,Holiday Appeal Private Limited,1045,2.8,36 Seats available,Scania Multi-Axle AC Semi Sleeper (2+2),23:00,11h 00m,10:00,Majnu Ka Tilla
232,City Land Travels,850,1.1,6 Seats available,Volvo A/C Seater (2+2),22:00,12h 20m,10:20,Nirmal Hriday Church MajnuTila
233,Suswagtam Tours,INR 1899,4.5,45 Seats available,Volvo A/C Semi Sleeper (2+2),19:30,13h 00m,08:30,RK Ashram
234,Cab India Travels,1100,3.7,32 Seats available,Volvo A/C Semi Sleeper (2+2),19:20,13h 10m,08:30,Majnu Ka Tilla
235,RAO TRAVELS INDIA PVT LTD.,INR 1234,3.3,5 Seats available,Mercedes Benz A/C (2+2),19:00,12h 00m,07:00,RK Ashram
236,Zingbus Plus,1197,3.1,13 Seats available,Volvo 9600 A/C Semi Sleeper (2+2),20:40,11h 35m,08:15,ISBT Kashmiri Gate
237,Subh Yatri Holidays,1123,3.6,1 Seat available,Volvo A/C Semi Sleeper (2+2),21:00,12h 00m,09:00,Majnu Ka Tilla
238,PAL Travel Lines,1649,4.1,5 Seats available,Volvo A/C Semi Sleeper (2+2),23:00,10h 05m,09:05,Majnu Ka Tilla
239,PAL Travel Lines,999,3.3,47 Seats available,Volvo A/C Semi Sleeper (2+2),19:15,13h 10m,08:25,Majnu Ka Tilla
240,Rao Travel Heights,1549,3.1,5 Seats available,Volvo A/C Semi Sleeper (2+2),19:30,11h 30m,07:00,Majnu Ka Tilla
241,Travel Zap India Pvt LTD.,INR 1599,3.1,26 Seats available,Mercedes benz a/c Seater (2+2),20:30,10h 35m,07:05,Majnu Ka Tilla
242,Shree Balaji Travels,INR 1699,2.9,28 Seats available,Volvo A/C Semi Sleeper (2+2),19:20,11h 30m,06:50,Majnu Ka Tilla
243,Northern Travels,INR 1300,3.7,37 Seats available,Volvo A/C Semi Sleeper (2+2),20:30,12h 15m,08:45,Majnu Ka Tilla
244,Travel Zap India Pvt LTD.,INR 1449,3.5,27 Seats available,Volvo Multi-Axle A/C (2+2),20:00,10h 30m,06:30,Majnu Ka Tilla
245,Kartar Travels Private Limited,949,2.6,33 Seats available,Scania Multi-Axle AC Semi Sleeper (2+2),23:30,11h 30m,11:00,Majnu Ka Tilla
246,Travel Zap India Pvt LTD.,INR 1499,2.4,15 Seats available,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),19:30,11h 20m,06:50,ISBT Kashmiri Gate
247,Sugam Yatra,INR 1400,2.4,26 Seats available,Bharat Benz A/C Semi Sleeper (2+2),19:15,12h 45m,08:00,Majnu Ka Tilla
248,PAL Travel Lines,1149,3.2,21 Seats available,Volvo A/C Semi Sleeper (2+2),21:30,11h 10m,08:40,ISBT Kashmiri Gate
249,Himachal Travels Height,INR 1349,1.1,35 Seats available,Volvo A/C Semi Sleeper (2+2),19:05,13h 45m,08:50,RK Ashram
250,Travel hub,1080,1.5,40 Seats available,Volvo A/C Semi Sleeper (2+2),21:30,15h 00m,12:30,ISBT Kashmiri Gate
251,Subh Yatri Holidays,1416,2.1,14 Seats available,Volvo A/C Semi Sleeper (2+2),22:00,11h 30m,09:30,ISBT Kashmiri Gate
252,Vee Kay Travels,INR 999,4.1,29 Seats available,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),21:05,10h 50m,07:55,ISBT Kashmiri Gate
253,City Land Travels,1238,2.5,45 Seats available,Volvo A/C Semi Sleeper (2+2),17:00,14h 00m,07:00,Majnu Ka Tilla
254,City Land Travels,838,3.7,15 Seats available,Volvo A/C Seater (2+2),20:00,12h 20m,08:20,Majnu Ka Tilla
255,HIMALAYAN HOLIDAYS,INR 1399,3.6,5 Seats available,Volvo A/C Semi Sleeper (2+2 ),19:40,11h 05m,06:45,RK Ashram
256,SIDDHI VINAYAK TRAVELS,1614,3.6,45 Seats available,Volvo A/C Semi Sleeper (2+2),18:30,13h 30m,08:00,ISBT Kashmiri Gate
257,Subh Yatri Holidays,949,3.6,33 Seats available,Volvo A/C Semi Sleeper (2+2),18:00,14h 00m,08:00,Majnu Ka Tilla
258,City Land Travels,1429,3.6,21 Seats available,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),09:00,13h 45m,22:45,ISBT Kashmiri Gate
259,City Land Travels,938,3.5,30 Seats available,Volvo A/C Seater (2+2),19:40,12h 20m,08:00,ISBT Kashmiri Gate
260,City Land Travels,940,3.4,33 Seats available,Volvo A/C Seater (2+2),23:50,13h 25m,13:15,Majnu Ka Tilla
261,City Land Travels,1438,3.4,30 Seats available,Volvo A/C Seater (2+2),17:00,14h 00m,07:00,Majnu Ka Tilla
262,SPEED BUS,INR 1977,3.3,29 Seats available,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),22:00,12h 30m,10:30,RK Ashram
263,Holiday Appeal Private Limited,1994,3.2,37 Seats available,Scania Multi-Axle AC Semi Sleeper (2+2),22:00,11h 00m,09:00,ISBT GATE NUMBER 3
264,Holiday Appeal Private Limited,1994,3.0,14 Seats available,Bharat Benz A/C Semi Sleeper (2+2),21:30,11h 00m,08:30,Majnu Ka Tilla
265,Leo Travel heights,INR 1300,3.0,13 Seats available,Volvo A/C Semi Sleeper (2+2),18:00,14h 40m,08:40,ISBT Kashmiri Gate
266,Hari Das Tour &Travels,759,2.8,13 Seats available,Bharat Benz A/C Seater (2+2),20:00,11h 25m,07:25,Majnu Ka Tilla
267,PAL Travel Lines,849,2.8,49 Seats available,Scania A/C Semi Sleeper (2+2),20:30,13h 10m,09:40,Majnu Ka Tilla
268,PAL Travel Lines,1349,2.6,1 Seat available,Volvo Multi-Axle A/C Semi Sleeper (2+2),20:30,11h 00m,07:30,Majnu Ka Tilla
269,TANISHQ HOLIDAYS TOUR,1259,2.6,29 Seats available,Volvo A/C Semi Sleeper (2+2),19:30,12h 00m,07:30,Majnu Ka Tilla
270,TANISHQ HOLIDAYS TOUR,1619,2.6,27 Seats available,Volvo Multi-Axle A/C Semi Sleeper (2+2),21:00,13h 00m,10:00,Majnu Ka Tilla
271,Royal Travels Hills,INR 1599,2.6,4 Seats available,Volvo 9600 A/C Semi Sleeper (2+2),22:30,11h 30m,10:00,Majnu Ka Tilla
272,Royal Travels Hills,INR 1299,2.5,49 Seats available,Volvo A/C Semi Sleeper (2+2),22:30,12h 30m,11:00,Majnu Ka Tilla
273,Royal Travels Hills,INR 1499,1.7,37 Seats available,Volvo A/C Semi Sleeper (2+2),19:30,12h 00m,07:30,RK Ashram
274,Royal Travels Hills,INR 1299,1.1,29 Seats available,Bharat Benz A/C Seater (2+2),22:00,12h 00m,10:00,Majnu Ka Tilla
275,Yatrabybus.com,INR 2199,,,Bharat Benz A/C Semi Sleeper (2+2),19:00,10h 00m,05:00,
276,Heera Himachal Holidays,INR 1399,,,Mercedes Multi-Axle Semi Sleeper (2+2),18:30,13h 00m,07:30,
277,Vee Kay Travels,INR 1399,,,Volvo A/C Semi Sleeper (2+2),19:15,10h 50m,06:05,
278,City Land Travels,1450,2.9,26 Seats available,Volvo A/C Semi Sleeper (2+2),20:00,11h 15m,07:15,BUS STAND DALHOUSIE
279,Travel Point,1519,2.0,26 Seats available,A/C Seater / Sleeper (2+2),16:00,13h 20m,05:20,Dalhousie to basohli jammu ka...
280,Laxmi holidays,1139,4.6,38 Seats available,Volvo 9600 A/C Semi Sleeper (2+2),23:55,05h 20m,05:15,Tribune Chowk Sector 31B
281,Laxmi holidays,1139,4.7,39 Seats available,Scania Multi-Axle AC Semi Sleeper (2+2),23:55,05h 15m,05:10,Tribune Chowk Sector 31B
282,Laxmi holidays,1139,3.7,44 Seats available,VE A/C Semi Sleeper (2+2),23:50,05h 00m,04:50,Tribune Chowk Sector 31B
283,City Land Travels,938,1.0,41 Seats available,Bharat Benz (2+2),23:30,06h 00m,05:30,Sector 42 IndianOil Petrol Pump
284,A N Holidays,949,1.7,19 Seats available,Bharat Benz A/C Semi Sleeper (2+2),23:59,06h 01m,06:00,Sohana Gurudwara chandigarh
285,HRTC - 100,INR 1499,4.1,7 Seats available,Himsuta AC Seater Volvo/Scania 2+2,17:40,15h 20m,09:00,CHAMBA
286,HRTC - 1024,INR 879,3.1,19 Seats available,A/C Executive (2+3),16:20,15h 40m,08:00,CHAMBA
287,HRTC - 1017,INR 796,4.0,37 Seats available,Ordinary 3+2 Non AC Seater,12:50,17h 10m,06:00,CHAMBA
288,HRTC - 1002,INR 862,3.0,36 Seats available,Ordinary 3+2 Non AC Seater,15:00,17h 30m,08:30,CHAMBA
289,Laxmi holidays,1329,4.5,50 Seats available,Scania Multi-Axle AC Semi Sleeper (2+2),23:30,08h 30m,08:00,ISBT Kashmiri Gate
290,Bedi Travels,791,4.6,16 Seats available,Volvo A/C Semi Sleeper (2+2 ),23:00,09h 00m,08:00,ISBT Kashmiri Gate
291,Ram Dalal Holidays,1082,4.5,29 Seats available,Mercedes Multi-Axle Semi Sleeper (2+2),23:00,08h 10m,07:10,Majnu Ka Tilla
292,AdZingbus Plus,870,4.4,29 Seats available,Volvo A/C Semi Sleeper (2+2),22:55,08h 30m,07:25,Majnu Ka Tilla
293,Laxmi holidays,1139,4.5,25 Seats available,Volvo A/C Semi Sleeper (2+2),23:25,08h 35m,08:00,ISBT Kashmiri Gate
294,FlixBus,INR 977,4.3,15 Seats available,A/C Seater (2+2),23:55,08h 40m,08:35,Delhi Kashmere Gate (FlixBus ...
295,Ram Dalal Holidays,712,4.0,23 Seats available,Volvo A/C Semi Sleeper (2+2),21:50,09h 50m,07:40,Mahipalpur
296,City Land Travels,583,3.9,30 Seats available,Volvo A/C Semi Sleeper (2+2),09:40,09h 50m,19:30,ISBT Kashmiri Gate
297,Laxmi holidays,997,3.2,26 Seats available,Bharat Benz A/C Semi Sleeper (2+2),22:50,08h 50m,07:40,Majnu Ka Tilla
