,Names,Bus_fare,Ratings,Seats,Bus_types,Starting_time,Duration,Ending_time,Starting_point
556,City Express (Shinjini),INR 370,3.2,,AC Seater (2+3),11:15,04h 35m,15:50,
557,City Express (City),INR 420,3.2,,AC Seater (2+3),10:40,04h 25m,15:05,
558,Snemita Parisheba,352,3.1,,A/C Seater Push Back (2+3),12:30,04h 45m,17:15,
559,Snemita Parisheba(Adhikari),352,3.1,,AC Seater (2+3),07:55,04h 35m,12:30,
560,Snemita Parisheba(BINA RANI),352,3.1,,AC Seater (2+3),08:10,04h 35m,12:45,
561,Ankita Paribahan,389,3.0,,AC Seater (2+3),14:30,04h 50m,19:20,
562,Ankita Paribahan(Jackson),389,3.0,,A/C Push Back (2+3),15:00,05h 05m,20:05,
563,Snemita Paribahan (Bhorpet),INR 420,3.0,,AC Seater (2+2),09:20,04h 30m,13:50,
564,Ankita Paribahan,324,3.0,,Non AC Seater (2+3),18:20,04h 40m,23:00,
565,Snemita Paribahan (Narayani),INR 370,3.0,,A/C Seater (2+3),10:05,04h 40m,14:45,
566,Snemita Paribahan (ANGEL),INR 420,3.0,,A/C Seater Push Back (2+2),10:15,04h 50m,15:05,
567,Ankita Paribahan - Parameswar,342,3.0,,A/C Seater (2+3),18:00,04h 40m,22:40,
568,Ankita Paribahan,278,3.0,,AC Seater (2+3),08:35,04h 30m,13:05,
569,Ankita Paribahan (Maity Motor),342,3.0,,AC Seater (2+3),15:45,04h 30m,20:15,
570,Snemita Paribahan (Shinjini),INR 470,3.0,,AC Seater (2+2),11:05,04h 45m,15:50,
571,Ankita Paribahan (Satya),463,3.0,,AC Seater (2+3),11:55,04h 15m,16:10,
572,Snemita Paribahan,INR 420,3.0,,A/C Seater / Sleeper (2+2),14:30,04h 40m,19:10,
573,Ankita Paribahan(Parameswar),370,3.0,,A/C Seater (2+3),11:00,04h 30m,15:30,
574,Ankita Paribahan (Sanghamitra),352,3.0,,A/C Seater Push Back (2+3),07:30,04h 30m,12:00,
575,Ankita Paribahan,342,3.0,,A/C Executive (2+3),15:25,05h 05m,20:30,
576,Ankita Paribahan,389,3.0,,A/C Seater Push Back (2+3),13:45,04h 35m,18:20,
577,Ankita Paribahan,389,3.0,,A/C Executive (2+3),09:50,04h 50m,14:40,
578,Arunita Paribahan,INR 370,2.5,,A/C Seater (2+3),08:35,04h 30m,13:05,
579,Arunita Paribahan,INR 370,2.5,,A/C Seater (2+3),12:30,04h 30m,17:00,
580,Basu Travels,INR 370,2.5,,A/C Seater Push Back (2+3),10:40,05h 00m,15:40,
581,Satya Paribahan,342,2.4,,A/C Seater (2+3),18:20,04h 40m,23:00,
582,Purusottam Travels,INR 320,2.0,,A/C Seater (2+3),08:11,04h 51m,13:02,
583,Purusottam Travels,INR 350,2.0,,NON A/C Seater (2+3),08:50,04h 50m,13:40,
584,Aradhana Bus Service,570,2.0,,A/C Seater / Sleeper (2+2),09:20,06h 20m,15:40,
585,Aradhana Bus Service,428,2.0,,Non AC Seater (2+3),16:50,05h 40m,22:30,
586,Suvam Travels,INR 200,1.8,,Non AC Seater (2+3),07:15,04h 45m,12:00,
587,Kojagar Travels,INR 300,1.9,,A/C Seater (2+3),07:05,04h 55m,12:00,
588,Binarani Paribahan,INR 399,,,A/C Seater (2+3),08:15,04h 05m,12:20,
589,Ankita Paribahan,347,4.4,16 Seats available,Non AC Seater (2+3),11:50,05h 40m,17:30,Bus Stand
590,Rudraksha City Service,INR 450,3.6,26 Seats available,A/C Seater (2+3),13:00,05h 26m,18:26,Digha
591,Ankita Paribahan,389,4.4,21 Seats available,AC Seater (2+3),14:30,05h 30m,20:00,Bus Stand
592,Vishwakarma Travels,INR 380,4.5,5 Seats available,AC Seater (2+3),14:30,05h 10m,19:40,Digha Bus Stand
593,Snemita Paribahan (Shinjini),INR 420,3.1,68 Seats available,AC Seater (2+3),23:35,05h 25m,05:00,Old Digha Contact-
594,Satya Paribahan,399,2.0,,A/C Seater (2+3),23:00,06h 10m,05:10,
595,Arunita Paribahan,INR 420,1.5,,A/C Seater (2+3),23:35,05h 25m,05:00,
596,Santosh Bus Service,315,3.8,,A/C Seater Push Back (2+3),11:25,05h 05m,16:30,
597,Snemita Parisheba(Santosh),352,3.7,,AC Seater (2+3),11:30,04h 50m,16:20,
598,City Express,INR 370,4.3,,AC Seater (2+3),11:35,05h 21m,16:56,
599,Snemita Paribahan,INR 370,3.5,,AC Seater (2+3),11:35,05h 35m,17:10,
600,Aradhana Bus Service,570,1.1,,A/C Seater / Sleeper (2+2),09:20,06h 50m,16:10,
601,Aradhana Bus Service,428,1.1,,Non AC Seater (2+3),16:50,06h 40m,23:30,
602,Aradhana Travels,475,1.4,,A/C Seater / Sleeper (2+2),18:35,05h 20m,23:55,
603,The Joy Ride,INR 650,2.9,,A/C Seater / Sleeper (2+2),21:15,06h 20m,03:35,
604,Aradhana Bus Service,570,1.1,,A/C Seater / Sleeper (2+2),23:00,05h 30m,04:30,
605,Vishwakarma Travels,INR 380,3.6,,AC Seater (2+3),07:10,04h 50m,12:00,
606,Bengal Surface Transport,INR 379,3.0,61 Seats available,A/C Seater Push Back (2+3),14:29,04h 06m,18:35,Esplanade
607,Bengal Surface Transport,INR 419,3.0,20 Seats available,A/C Seater Push Back (2+3),23:20,04h 40m,04:00,Esplanade
608,Bengal Surface Transport,INR 399,3.0,29 Seats available,A/C Seater Push Back (2+3),23:59,04h 46m,04:45,Esplanade
609,Basu Travels,INR 399,2.9,20 Seats available,A/C Seater Push Back (2+3),14:25,04h 35m,19:00,Esplanade
610,Basu Travels,INR 390,2.9,21 Seats available,A/C Seater Push Back (2+3),14:32,04h 13m,18:45,Esplanade
611,Bengal Surface Transport,INR 550,3.0,42 Seats available,A/C Seater / Sleeper (2+2),23:55,04h 45m,04:40,Esplanade
612,Basu Travels,INR 499,2.9,,A/C Seater Push Back (2+3),23:30,04h 15m,03:45,
613,Basu Travels,INR 469,2.9,,A/C Seater Push Back (2+3),23:55,04h 45m,04:40,
614,Basu Travels,INR 599,2.9,,A/C Seater / Sleeper (2+2),23:59,04h 41m,04:40,
615,Samanta Travels,352,4.0,29 Seats available,A/C Seater (2+3),08:40,03h 35m,12:15,Esplanade
616,Mayuri Express,475,4.9,49 Seats available,AC Seater (2+2),23:15,03h 15m,02:30,Esplanade
617,City Express (Jackson),INR 370,4.0,51 Seats available,AC Seater (2+2),08:00,03h 30m,11:30,Esplanade
618,Samanta Travels,285,1.9,26 Seats available,A/C Seater (2+3),18:50,03h 10m,22:00,Esplanade
619,Sree Jagannath Travels,INR 399,1.6,49 Seats available,A/C Seater Push Back (2+3),08:20,03h 40m,12:00,Esplanade
620,Mayuri Express,278,4.9,43 Seats available,A/C Seater (2+3),18:20,03h 40m,22:00,Esplanade
621,City Express (BHORPET),INR 370,3.7,49 Seats available,AC Seater (2+3),17:40,04h 00m,21:40,Esplanade
622,Santosh Bus Service,311,3.8,16 Seats available,A/C Seater Push Back (2+3),13:30,04h 25m,17:55,Esplanade
623,Santosh Bus Service,168,3.8,12 Seats available,A/C Seater Push Back (2+3),15:55,04h 20m,20:15,Esplanade
624,Parameswar Travels,285,3.4,49 Seats available,A/C Seater Push Back (2+3),10:10,03h 40m,13:50,Esplanade
625,Parameswar Travels,INR 335,3.4,30 Seats available,A/C Seater Push Back (2+3),23:55,04h 05m,04:00,Esplanade
626,Parameswar Travels,285,3.4,,A/C Seater Push Back (2+3),13:10,03h 40m,16:50,
627,Parameswar Travels,INR 335,3.4,,A/C Seater Push Back (2+3),23:45,04h 15m,04:00,
628,Parameswar Travels,INR 335,3.4,,A/C Seater Push Back (2+2),23:50,04h 10m,04:00,
629,Parameswar Travels,INR 335,3.4,,A/C Seater Push Back (2+3),23:59,04h 01m,04:00,
630,Santosh Bus Service,230,3.3,,A/C Seater Push Back (2+3),19:00,03h 20m,22:20,
631,Snemita Parisheba,352,4.0,,AC Seater (2+3),16:10,03h 30m,19:40,
632,Santosh Bus Service,200,3.6,,A/C Seater (2+3),18:30,04h 15m,22:45,
633,Snemita Paribahan (Shinjini),INR 370,4.3,,AC Seater (2+3),10:08,03h 42m,13:50,
634,Sree Jagannath Travels,INR 500,3.4,,A/C Seater Push Back (2+3),07:40,04h 05m,11:45,
635,Santosh Bus Service,279,3.4,,A/C Seater Push Back (2+3),11:51,04h 09m,16:00,
636,Snemita Parisheba,352,3.6,,A/C Push Back (2+3),15:15,03h 45m,19:00,
637,Santosh Bus Service,323,3.4,,A/C Seater / Sleeper (2+2),23:59,04h 36m,04:35,
638,Santosh Bus Service,199,3.3,,A/C Seater Push Back (2+3),17:20,03h 35m,20:55,
639,Santosh Bus Service,213,2.7,,A/C Seater (2+3),19:30,04h 10m,23:40,
640,City Express (Maa Gauri),INR 370,2.0,,AC Seater (2+3),12:40,03h 30m,16:10,
641,Samanta Travels,285,2.5,,A/C Seater (2+3),18:10,04h 00m,22:10,
642,Haimanti Bus Service,INR 290,3.1,,AC Seater (2+3),12:40,03h 50m,16:30,
643,Mayuri Express,285,4.9,,AC Seater (2+2),23:15,03h 15m,02:30,
644,Snemita Paribahan (Shinjini),INR 470,4.1,,AC Seater (2+2),23:45,03h 45m,03:30,
645,Snemita Paribahan (Ruposhi),INR 370,4.1,,AC Seater (2+3),15:55,03h 55m,19:50,
646,Snemita Paribahan (Shinjini),INR 390,4.1,,AC Seater (2+3),12:20,03h 30m,15:50,
647,Snemita Parisheba,352,3.9,,AC Seater (2+3),19:05,04h 00m,23:05,
648,Snemita Parisheba,352,3.9,,AC Seater (2+3),19:30,04h 00m,23:30,
649,City Express (Maa Chandi),INR 370,3.7,,AC Seater (2+3),13:35,03h 30m,17:05,
650,City Express (Shinjini),INR 470,3.7,,AC Seater (2+2),23:45,03h 45m,03:30,
651,City Express (Ruposhi),INR 370,3.7,,AC Seater (2+3),15:55,03h 55m,19:50,
652,Suvam Travels,INR 300,1.8,,A/C Seater Push Back (2+3),15:30,03h 00m,18:30,
653,Santosh Bus Service,152,3.6,,NON A/C Seater Pushback (2+3),16:10,04h 30m,20:40,
654,Parameswar Travels,INR 335,3.4,,A/C Seater Push Back (2+3),21:50,04h 40m,02:30,
655,Arunita Paribahan,INR 375,2.8,,A/C Executive (2+3),09:30,03h 30m,13:00,
656,Arunita Paribahan,INR 370,2.8,,A/C Seater (2+3),10:08,03h 42m,13:50,
657,Sree Jagannath Travels,INR 449,2.8,,A/C Seater Push Back (2+3),23:20,04h 50m,04:10,
658,Aniruddha Travels,INR 239,2.0,,NON A/C Seater Push Back (2+3) (2+3),07:30,04h 30m,12:00,
659,Suvam Travels,INR 200,1.8,,Non AC Seater (2+3),16:30,03h 00m,19:30,
660,Express Line,INR 549,4.4,29 Seats available,Volvo 9600 Multi Axle Semi-Sleeper (2+2),07:30,04h 25m,11:55,Esplanade
661,Express Line,INR 649,4.5,19 Seats available,Volvo A/C Seater (2+2),23:45,05h 00m,04:45,Esplanade
662,Shyamoli Paribahan Pvt Ltd,INR 600,4.4,29 Seats available,VE A/C Seater (2+2),23:30,05h 00m,04:30,Esplanade
663,Greenline,INR 350,4.4,27 Seats available,Volvo A/C Seater (2+2),06:52,04h 53m,11:45,Esplanade
664,Shyamoli Paribahan Pvt Ltd,INR 400,4.4,27 Seats available,Volvo B11R Multi Axle Seater (2+2),08:15,04h 30m,12:45,Karunamoyee
665,Shyamoli Paribahan Pvt Ltd,INR 400,4.4,24 Seats available,Volvo A/C Seater (2+2),08:25,04h 30m,12:55,Esplanade
666,Shyamoli Paribahan Pvt Ltd,INR 650,4.4,10 Seats available,Volvo A/C Seater (2+2),23:45,05h 00m,04:45,Esplanade
667,Mayuri Express,475,4.2,35 Seats available,AC Seater (2+2),23:15,05h 15m,04:30,Esplanade
668,Maa Chandi Travels,509,4.3,8 Seats available,A/C Seater / Sleeper (2+2),22:00,07h 30m,05:30,Esplanade
669,Samanta Travels,352,3.6,33 Seats available,A/C Seater (2+3),08:40,04h 30m,13:10,Esplanade
670,Royal Cruiser,INR 499,3.5,47 Seats available,Volvo A/C Seater (2+2),07:30,03h 45m,11:15,Esplanade
671,Sagufta Travels (Bhorpet Travels),489,4.3,34 Seats available,AC Seater (2+2),23:55,04h 40m,04:35,Esplanade
672,Sagufta Travels(Maa Chandi),394,4.1,24 Seats available,A/C Seater / Sleeper (2+2),23:57,05h 13m,05:10,Esplanade
673,Parameswar Travels,302,3.1,1 Seat available,A/C Seater Push Back (2+3),23:45,05h 15m,05:00,Esplanade
674,Parameswar Travels,302,3.1,18 Seats available,A/C Seater Push Back (2+2),23:50,04h 55m,04:45,Esplanade
675,Sagufta Travels (Atithi),347,3.5,30 Seats available,A/C Seater Push Back (2+3),23:59,05h 01m,05:00,Karunamoyee
676,Parameswar Travels,302,2.8,20 Seats available,A/C Seater Push Back (2+3),23:59,05h 01m,05:00,Esplanade
677,Rubi Paribahan  ,INR 499,4.6,19 Seats available,Volvo 9600 A/C Seater/Sleeper (2+1),07:00,04h 30m,11:30,Esplanade
678,Basu Travels,INR 599,3.5,25 Seats available,A/C Seater / Sleeper (2+2),23:59,05h 01m,05:00,Esplanade
679,Snemita Parisheba(Samanta),352,3.3,20 Seats available,AC Seater (2+3),18:00,04h 25m,22:25,Esplanade
680,Sagufta Travels(Sonamoni),299,3.7,49 Seats available,A/C Seater Push Back (2+3),11:20,05h 00m,16:20,Esplanade
681,Snemita Paribahan (Bhorpet),INR 420,3.7,20 Seats available,AC Seater (2+2),23:55,04h 50m,04:45,Esplanade
682,Sagufta Travels (Mayuri),394,4.6,29 Seats available,A/C Seater (2+2),23:15,04h 45m,04:00,Esplanade
683,Sagufta Travels (Sagar Kanya),347,3.4,31 Seats available,A/C Seater Push Back (2+3),23:30,04h 35m,04:05,Esplanade
684,Snemita Parisheba (Sneha Gold),361,3.3,41 Seats available,AC Seater (2+3),09:15,04h 30m,13:45,Esplanade
685,Sagufta Travels (Kojagor),299,3.9,39 Seats available,A/C Seater (2+3),15:50,04h 30m,20:20,Esplanade
686,Sagufta Travels(Maa Chandi),394,4.8,21 Seats available,A/C Seater / Sleeper (2+2),22:10,07h 30m,05:40,Esplanade
687,Ankita Paribahan(Janhabi),389,3.2,43 Seats available,A/C Seater Push Back (2+3),16:45,04h 35m,21:20,Esplanade
688,Purusottam Travels,INR 305,2.9,46 Seats available,A/C Seater (2+3),14:39,05h 26m,20:05,Esplanade
689,Basu Travels,INR 499,3.5,65 Seats available,A/C Seater Push Back (2+3),23:30,05h 00m,04:30,Esplanade
690,Snemita Paribahan (Angel),INR 370,3.7,20 Seats available,A/C Seater (2+3),08:30,04h 30m,13:00,Esplanade
691,Sagufta Travels(Angel),347,2.6,19 Seats available,A/C Seater (2+2),23:58,05h 12m,05:10,Esplanade
692,City Express (BHORPET),INR 370,3.4,20 Seats available,AC Seater (2+3),17:40,04h 20m,22:00,Esplanade
693,Samanta Travels,285,3.9,21 Seats available,A/C Seater (2+3),18:50,04h 40m,23:30,Esplanade
694,Bengal Surface Transport,INR 550,2.9,25 Seats available,A/C Seater / Sleeper (2+2),23:55,05h 05m,05:00,Esplanade
695,Snemita Paribahan(Shinjini),INR 370,2.8,61 Seats available,A/C Seater (2+3),23:50,04h 40m,04:30,Esplanade
696,Parameswar Travels,302,2.3,16 Seats available,A/C Seater Push Back (2+3),23:55,05h 05m,05:00,Esplanade
697,Mayuri Express,278,3.6,12 Seats available,A/C Seater (2+3),18:20,04h 30m,22:50,Esplanade
698,Haimanti Bus Service,INR 350,3.2,15 Seats available,AC Seater (2+3),19:50,05h 40m,01:30,Esplanade
699,Sree Jagannath Travels,INR 399,2.3,30 Seats available,A/C Seater Push Back (2+3),08:20,05h 00m,13:20,Esplanade
700,Snemita Paribahan (ANGEL),INR 450,2.9,60 Seats available,A/C Seater Push Back (2+2),23:58,05h 02m,05:00,Esplanade
701,Sagufta Travels(Janhabi),299,2.3,,A/C Seater Push Back (2+3),16:45,04h 30m,21:15,
702,City Express (Shinjini),INR 370,3.5,,AC Seater (2+3),23:50,05h 05m,04:55,
703,Sagufta Travels (Samanta),299,2.5,,A/C Seater (2+3),18:00,04h 50m,22:50,
704,Sagufta Travels (Maa Gauri),299,2.7,,A/C Seater Push Back (2+3),12:30,04h 50m,17:20,
705,Snemita Paribahan (BHORPET),INR 370,2.0,,A/C Seater (2+3),17:40,04h 20m,22:00,
706,Sagufta Travels (Maa Chandi),299,1.9,,A/C Seater Push Back (2+3),13:30,04h 35m,18:05,
707,Parameswar Travels,285,2.5,,A/C Seater Push Back (2+3),10:10,04h 46m,14:56,
708,Sneha Gold Bus Service,INR 300,2.0,,A/C Seater (2+3),09:10,04h 30m,13:40,
709,Haimanti Bus Service,INR 290,2.1,,AC Seater (2+3),12:40,04h 50m,17:30,
710,Ankita Paribahan( Haimanti),428,1.7,,A/C Seater Push Back (2+3),19:50,04h 15m,00:05,
711,Snemita Paribahan(Maa Gauri Gold),INR 370,2.1,,AC Seater (2+3),11:00,04h 45m,15:45,
712,Suvam Travels,INR 300,1.8,,A/C Seater Push Back (2+3),15:30,05h 00m,20:30,
713,Basu Travels,INR 399,2.0,,A/C Seater Push Back (2+3),14:25,04h 45m,19:10,
714,City Express (SONAMONI),INR 370,3.7,,AC Seater (2+3),11:28,04h 42m,16:10,
715,Santosh Bus Service,324,3.8,,A/C Seater Push Back (2+3),23:50,05h 10m,05:00,
716,Santosh Bus Service,279,3.5,,A/C Seater Push Back (2+3),11:51,05h 09m,17:00,
717,City Express (Maa Gauri),INR 370,4.0,,AC Seater (2+3),12:40,04h 30m,17:10,
718,Arunita Paribahan,INR 370,3.5,,AC Seater (2+2),23:45,05h 00m,04:45,
719,Santosh Bus Service,323,2.6,,A/C Seater / Sleeper (2+2),23:59,05h 31m,05:30,
720,Santosh Bus Service,199,3.8,,A/C Seater Push Back (2+3),17:20,04h 30m,21:50,
721,Santosh Bus Service,200,3.8,,A/C Seater Push Back (2+3),15:55,05h 15m,21:10,
722,Sagufta Travels (Kojagor),299,3.4,,A/C Seater Push Back (2+3),17:00,04h 50m,21:50,
723,Sagufta Travels (Maa Gauri),299,3.2,,A/C Seater (2+3),09:30,04h 50m,14:20,
724,Vishwakarma Travels,INR 380,4.2,,AC Seater (2+3),07:15,04h 45m,12:00,
725,Santosh Bus Service,277,3.0,,A/C Seater Push Back (2+3),19:00,04h 35m,23:35,
726,Basu Travels,INR 390,3.2,,A/C Seater Push Back (2+3),14:32,04h 28m,19:00,
727,Parameswar Travels,302,2.4,,A/C Seater Push Back (2+3),21:50,05h 55m,03:45,
728,Snemita Paribahan(Maa Gouri Gold),INR 370,3.5,,AC Seater (2+3),09:30,04h 30m,14:00,
729,Renuka Travels,INR 500,1.9,,A/C Seater / Sleeper (2+2),23:40,05h 20m,05:00,
730,Bengal Surface Transport,INR 399,3.3,,A/C Seater Push Back (2+3),23:59,05h 01m,05:00,
731,Santosh Bus Service,240,3.1,,A/C Seater (2+3),18:30,05h 15m,23:45,
732,Snemita Parisheba,352,2.4,,A/C Push Back (2+3),15:15,04h 30m,19:45,
733,Snemita Paribahan (Maa Gouri),INR 370,3.0,,AC Seater (2+3),12:40,04h 30m,17:10,
734,Samanta Travels,285,2.3,,A/C Seater (2+3),18:10,05h 00m,23:10,
735,Snemita Parisheba,352,2.1,,AC Seater (2+3),19:30,04h 40m,00:10,
736,Snemita Paribahan (Shinjini),INR 370,2.5,,AC Seater (2+3),10:08,04h 37m,14:45,
737,Santosh Bus Service,277,2.0,,A/C Seater Push Back (2+3),19:25,04h 34m,23:59,
738,Sagufta Travels (Maa Gauri),299,2.7,,A/C Seater (2+3),11:00,04h 30m,15:30,
739,Purusottam Travels,INR 280,2.7,,NON A/C Seater (2+3),14:00,05h 00m,19:00,
740,Sree Jagannath Travels,INR 500,2.7,,A/C Seater Push Back (2+3),07:40,04h 50m,12:30,
741,Snemita Paribahan (Shinjini),INR 390,2.4,,AC Seater (2+3),12:20,04h 30m,16:50,
742,Aniruddha Travels,INR 239,3.0,,NON A/C Seater Push Back (2+3) (2+3),07:30,05h 40m,13:10,
743,Snemita Pariseba(Santosh),352,1.2,,AC Seater (2+3),18:30,05h 00m,23:30,
744,Snemita Paribahan(Maa Chandi),INR 390,1.2,,AC Seater (2+3),13:35,04h 30m,18:05,
745,Ankita Paribahan(Atithi),428,1.8,,A/C Seater Push Back (2+3),22:40,06h 40m,05:20,
746,Basu Travels,INR 469,2.3,,A/C Seater Push Back (2+3),23:55,05h 05m,05:00,
747,Snemita Parisheba,352,1.0,,AC Seater (2+3),19:05,04h 40m,23:45,
748,Jay Baba Bhutnath(Adhikary),INR 300,1.8,,A/C Seater (2+3),15:10,04h 50m,20:00,
749,Snemita Parisheba,352,2.2,,AC Seater (2+3),16:10,04h 30m,20:40,
750,Snemita Parisheba (Bhunia),352,2.4,,AC Seater (2+3),16:00,04h 40m,20:40,
751,Ankita Paribahan (Maity Motor),428,3.0,,A/C Seater Push Back (2+3),22:20,04h 40m,03:00,
752,Parameswar Travels,285,3.0,,A/C Seater Push Back (2+3),13:10,04h 46m,17:56,
753,Ankita Paribahan,389,3.0,,A/C Push Back (2+3),15:45,04h 45m,20:30,
754,Bengal Surface Transport,INR 419,2.8,,A/C Seater Push Back (2+3),23:20,05h 10m,04:30,
755,Snemita Parisheba (Samanta),352,2.7,,AC Seater (2+3),14:15,04h 30m,18:45,
756,Snemita Paribahan (Maa Gouri),INR 370,3.8,,AC Seater (2+3),11:20,04h 30m,15:50,
757,Snemita Paribahan(SONAMONI),INR 370,3.8,,A/C Seater (2+3),11:28,04h 42m,16:10,
758,Snemita Paribahan (Ruposhi),INR 370,3.8,,AC Seater (2+3),15:55,04h 55m,20:50,
759,Snemita Paribahan (Shinjini),INR 470,3.8,,AC Seater (2+2),23:45,04h 50m,04:35,
760,City Express (Ruposhi),INR 370,3.7,,AC Seater (2+3),15:55,04h 55m,20:50,
761,City Express (Maa Gouri),INR 370,3.7,,AC Seater (2+3),11:20,04h 35m,15:55,
762,City Express (Maa Gouri),INR 370,3.7,,AC Seater (2+3),11:00,04h 30m,15:30,
763,City Express (Shinjini),INR 470,3.7,,AC Seater (2+2),23:45,04h 50m,04:35,
764,City Express (Maa Chandi),INR 370,3.7,,AC Seater (2+3),13:35,04h 25m,18:00,
765,Arunita Paribahan,INR 375,3.5,,A/C Executive (2+3),09:30,04h 30m,14:00,
766,Arunita Paribahan,INR 370,3.5,,A/C Seater (2+3),10:08,04h 42m,14:50,
767,Santosh Bus Service,176,3.4,,NON A/C Seater Pushback (2+3),16:10,05h 35m,21:45,
768,Ankita Paribahan,370,3.0,,AC Seater (2+3),13:50,05h 10m,19:00,
769,Ankita Paribahan,342,3.0,,A/C Executive (2+3),08:00,05h 40m,13:40,
770,Ankita Paribahan(Parameswar),428,3.0,,A/C Seater (2+3),21:50,04h 50m,02:40,
771,Purusottam Travels,INR 330,2.9,,A/C Seater (2+3),14:00,05h 55m,19:55,
772,Purusottam Travels,INR 250,2.9,,NON A/C Seater (2+3),17:30,04h 20m,21:50,
773,Bengal Surface Transport,INR 379,2.8,,A/C Seater Push Back (2+3),14:29,04h 46m,19:15,
774,Snemita Parisheba,352,2.7,,AC Seater (2+3),14:45,04h 40m,19:25,
775,Sree Jagannath Travels,INR 449,2.5,,A/C Seater Push Back (2+3),23:20,05h 40m,05:00,
776,Suvam Travels,INR 200,1.8,,Non AC Seater (2+3),16:30,04h 30m,21:00,
777,Kojagar Travels,INR 300,1.9,,A/C Seater (2+3),15:50,05h 40m,21:30,
778,Anadi Travels (Disha Gold),INR 350,1.0,,A/C Seater Push Back (2+3),23:00,05h 40m,04:40,
779,SBSTC-HABRA - MIDNAPUR - 06:20 (MID DEPOT) - 1398,INR 125,4.3,40 Seats available,Non AC Seater (2+3),07:20,16h 40m,00:00,BARASAT
780,SBSTC-BARASAT - MIDNAPUR - 08:30 (MID DEPOT) - 1194,INR 125,3.8,46 Seats available,Non AC Seater (2+3),08:30,15h 30m,00:00,BARASAT
781,Dolphin tours and travels,INR 896,3.8,,A/C Seater / Sleeper (2+2),17:45,01h 15m,19:00,
782,SBSTC-JHARGRAM - KOLKATA - VIA - LODHASULI - 07:30 (JHRM - 3606,INR 140,4.2,49 Seats available,Non AC Seater (2+3),07:30,16h 30m,00:00,JHARGRAM
783,SBSTC-JHARGRAM - KOLKATA - VIA - MIDNAPUR - 09:00 - 1765,INR 142,4.2,52 Seats available,Non AC Seater (2+3),09:00,15h 00m,00:00,JHARGRAM
784,SBSTC-JHARGRAM - GARIA - VIA - MIDNAPUR-KOLKATA - 10:45 - 3802,INR 142,4.4,51 Seats available,Non AC Seater (2+3),10:45,13h 15m,00:00,JHARGRAM
785,SBSTC-JHARGRAM - KARUNAMOYEE - VIA - KOLKATA - 13:35 - 1764,INR 142,3.4,51 Seats available,Non AC Seater (2+3),13:35,10h 25m,00:00,JHARGRAM
786,SBSTC-JHARGRAM - GARIA - VIA - CHOWRANGE-KOLKATA - 14:10 - 2214,INR 160,4.0,48 Seats available,Non AC Seater (2+3),14:10,09h 50m,00:00,JHARGRAM
787,SBSTC-JHARGRAM - KARUNAMOYEE - VIA-LODHASULI - 15:40 (JH - 3799,INR 150,3.3,52 Seats available,Non AC Seater (2+3),15:40,08h 20m,00:00,JHARGRAM
788,WBTC (CTC) KOLKATA - ASANSOL - PURULIA (AC VOLVO) Banglashree Express - 133|13:45,INR 350,3.9,21 Seats available,Volvo AC Seater (2+2),13:45,03h 00m,16:45,Babughat
789,Express Line (Karunamoyee),INR 486,4.8,,Volvo 9600 A/C Semi Sleeper (2+2),15:45,04h 00m,19:45,
790,Greenline,INR 486,4.8,,Volvo 9600 Multi Axle Semi-Sleeper (2+2),16:00,03h 15m,19:15,
791,SHYAMOLI Pvt. Ltd.(Karunamoyee),INR 486,4.6,,Volvo A/C Seater (2+2),17:30,04h 00m,21:30,
792,SHYAMOLI Pvt. Ltd.(Karunamoyee),INR 486,4.6,,Volvo A/C Seater (2+2),07:00,03h 30m,10:30,
793,Greenline (Karunamoyee),INR 486,4.6,,Volvo A/C Seater (2+2),07:45,04h 00m,11:45,
794,SHYAMOLI Pvt. Ltd.(Karunamoyee),INR 486,4.6,,Volvo A/C Seater (2+2),08:30,04h 00m,12:30,
795,Greenline (Karunamoyee),INR 486,4.6,,Volvo A/C Seater (2+2),15:00,04h 00m,19:00,
796,Greenline (Karunamoyee),INR 486,4.6,,Scania Multi-Axle AC Semi Sleeper (2+2),13:00,04h 00m,17:00,
797,SHYAMOLI Pvt. Ltd.(Karunamoyee),INR 486,4.5,,Volvo A/C Seater (2+2),07:05,02h 25m,09:30,
798,Shyamoli Paribahan Pvt Ltd,INR 486,4.6,,Volvo A/C Seater (2+2),08:15,04h 00m,12:15,
799,Shyamoli Paribahan Pvt Ltd,INR 486,4.6,,Volvo A/C Seater (2+2),16:40,04h 00m,20:40,
800,SHYAMOLI Pvt. Ltd.(Karunamoyee),INR 486,4.4,,Volvo A/C Seater (2+2),14:00,04h 00m,18:00,
801,Express Line,INR 486,4.7,,Volvo A/C Seater (2+2),13:30,04h 00m,17:30,
802,Greenline,INR 486,4.6,,Volvo A/C Seater (2+2),18:05,04h 00m,22:05,
803,Greenline,INR 486,4.5,,Volvo A/C Seater (2+2),08:45,04h 00m,12:45,
804,Greenline (Karunamoyee),INR 486,4.4,,Volvo A/C Seater (2+2),16:45,04h 00m,20:45,
805,Greenline (Karunamoyee),INR 486,4.3,,Volvo A/C Seater (2+2),09:15,04h 00m,13:15,
806,Shyamoli Paribahan Pvt Ltd,INR 486,4.4,,Scania Multi-Axle AC Semi Sleeper (2+2),15:00,03h 00m,18:00,
807,Shyamoli Paribahan Pvt Ltd,INR 486,4.4,,Volvo A/C Seater (2+2),18:40,03h 45m,22:25,
