,Starting_names,Reaching_names,Names,Bus_fare,Ratings,Seats,Bus_types,Starting_time,Duration,Ending_time,Starting_point,Ratings_range,Bus_fare_range,Bus_category,AC_Type,Seat_Type,Starting_time_interval,Ending_time_interval,Route
1766,Bangalore,Rayachoti,AR & BCVR Travels,400.0,3.8,24 Seats available,Non A/C Seater / Sleeper (2+1),21:00,06h 00m,03:00,Chandapura,3 to 4,others,AC Sleeper,A/C,Sleeper,21:00 - 22:00,03:00 - 04:00,Bangalore to Rayachoti
1767,Bangalore,Rayachoti,Sri Shrinivasa Bus Transport (SSBT),499.0,4.7,21 Seats available,Non A/C Seater / Sleeper (2+1),21:00,05h 00m,02:00,Marathahalli,4 to 5,others,AC Sleeper,A/C,Sleeper,21:00 - 22:00,02:00 - 03:00,Bangalore to Rayachoti
1768,Bangalore,Rayachoti,SLNS Travels,800.0,3.7,19 Seats available,A/C Sleeper (2+1),21:00,05h 30m,02:30,Marathahalli,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,02:00 - 03:00,Bangalore to Rayachoti
1769,Bangalore,Rayachoti,Sri Vengamamba Bus Transport (SVBT),500.0,5.0,21 Seats available,Non A/C Seater / Sleeper (2+1),21:15,04h 45m,02:00,Marathahalli,4 to 5,others,AC Sleeper,A/C,Sleeper,21:00 - 22:00,02:00 - 03:00,Bangalore to Rayachoti
1770,Bangalore,Rayachoti,CGR Travels,350.0,3.4,12 Seats available,Non A/C Seater / Sleeper (2+1),21:15,07h 00m,04:15,Silk Board,3 to 4,others,AC Sleeper,A/C,Sleeper,21:00 - 22:00,04:00 - 05:00,Bangalore to Rayachoti
1771,Bangalore,Rayachoti,AR & BCVR Travels,400.0,4.9,43 Seats available,Non A/C Seater / Sleeper (2+1),21:15,05h 45m,03:00,Kalasipalyam,4 to 5,others,AC Sleeper,A/C,Sleeper,21:00 - 22:00,03:00 - 04:00,Bangalore to Rayachoti
1772,Bangalore,Rayachoti,Harikrishna Travels,700.0,3.0,24 Seats available,Non A/C Seater / Sleeper (2+1),21:30,05h 05m,02:35,Marathahalli,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,02:00 - 03:00,Bangalore to Rayachoti
1773,Bangalore,Rayachoti,Sri Vinayaka Travels,350.0,4.0,29 Seats available,NON A/C Seater (2+3),21:30,06h 00m,03:30,Kalasipalyam,4 to 5,others,AC Seater,Non A/C,Seater,21:00 - 22:00,03:00 - 04:00,Bangalore to Rayachoti
1774,Bangalore,Rayachoti,INDHU BUS,499.0,4.1,26 Seats available,Non A/C Seater / Sleeper (2+1),21:40,05h 50m,03:30,Chandapura,4 to 5,others,AC Sleeper,A/C,Sleeper,21:00 - 22:00,03:00 - 04:00,Bangalore to Rayachoti
1775,Bangalore,Rayachoti,PRL BUS,450.0,3.7,14 Seats available,Non A/C Seater / Sleeper (2+1),21:45,06h 15m,04:00,Chandapura,3 to 4,others,AC Sleeper,A/C,Sleeper,21:00 - 22:00,04:00 - 05:00,Bangalore to Rayachoti
1776,Bangalore,Rayachoti,Abhishek Bus,799.0,3.2,19 Seats available,A/C Sleeper (2+1),23:30,03h 40m,03:10,Hoskote,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,03:00 - 04:00,Bangalore to Rayachoti
1777,Bangalore,Rayachoti,S R Travels,700.0,2.9,20 Seats available,Non A/C Seater / Sleeper (2+1),19:30,07h 00m,02:30,Chandapura,Below 3,below 1000,AC Sleeper,A/C,Sleeper,19:00 - 20:00,02:00 - 03:00,Bangalore to Rayachoti
1778,Bangalore,Rayachoti,Indu Travels,450.0,2.7,28 Seats available,Non A/C Seater / Sleeper (2+1),20:35,07h 10m,03:45,Chandapura,Below 3,others,AC Sleeper,A/C,Sleeper,20:00 - 21:00,03:00 - 04:00,Bangalore to Rayachoti
1779,Bangalore,Rayachoti,Abhishek Bus,1000.0,3.2,30 Seats available,A/C Sleeper (2+1),16:10,07h 20m,23:30,Silk Board,3 to 4,others,AC Sleeper,A/C,Sleeper,16:00 - 17:00,23:00 - 00:00,Bangalore to Rayachoti
1780,Bangalore,Rayachoti,BABA TRAVELS,2000.0,3.5,1 Seat available,NON A/C Sleeper (2+1),20:30,05h 15m,01:45,Marathahalli,3 to 4,1000 to 3000,AC Sleeper,Non A/C,Sleeper,20:00 - 21:00,01:00 - 02:00,Bangalore to Rayachoti
1781,Bangalore,Rayachoti,Sri Vengamamba Bus Transport (SVBT),1405.0,4.2,23 Seats available,Non A/C Seater / Sleeper (2+1),21:15,05h 00m,02:15,Bellandur,4 to 5,1000 to 3000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,02:00 - 03:00,Bangalore to Rayachoti
1782,Bangalore,Rayachoti,Harikrishna Travels,1100.0,3.0,35 Seats available,Volvo Multi-Axle A/C Sleeper (2+1),21:20,05h 26m,02:46,SARJAPURA,3 to 4,1000 to 3000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,02:00 - 03:00,Bangalore to Rayachoti
1783,Bangalore,Rayachoti,SLC Road Lines,1990.0,2.5,26 Seats available,Non A/C Seater / Sleeper (2+1),20:00,05h 20m,01:20,Silk Board,Below 3,1000 to 3000,AC Sleeper,A/C,Sleeper,20:00 - 21:00,01:00 - 02:00,Bangalore to Rayachoti
1784,Bangalore,Rayachoti,SLC Road Lines,3888.0,2.5,36 Seats available,A/C Sleeper (2+1),20:00,05h 20m,01:20,Tin Factory,Below 3,3000 Above,AC Sleeper,A/C,Sleeper,20:00 - 21:00,01:00 - 02:00,Bangalore to Rayachoti
1785,Bangalore,Rayachoti,SLC Road Lines,2099.0,2.5,,Non A/C Seater / Sleeper (2+1),21:00,04h 20m,01:20,,Below 3,1000 to 3000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,01:00 - 02:00,Bangalore to Rayachoti
1786,Kadapa,Bangalore,AR & BCVR Travels,400.0,4.4,23 Seats available,Non A/C Seater / Sleeper (2+1),23:00,06h 00m,05:00,Seven Road Circle,4 to 5,others,AC Sleeper,A/C,Sleeper,23:00 - 00:00,05:00 - 06:00,Kadapa to Bangalore
1787,Kadapa,Bangalore,Sri Vinayaka Travels,399.0,4.2,20 Seats available,NON A/C Seater/ Sleeper (2+1),22:30,06h 30m,05:00,Kadapa,4 to 5,others,AC Sleeper,Non A/C,Sleeper,22:00 - 23:00,05:00 - 06:00,Kadapa to Bangalore
1788,Kadapa,Bangalore,Sri Vinayaka Travels,599.0,4.3,4 Seats available,NON A/C Sleeper (2+1),22:30,06h 15m,04:45,Kadapa,4 to 5,below 1000,AC Sleeper,Non A/C,Sleeper,22:00 - 23:00,04:00 - 05:00,Kadapa to Bangalore
1789,Kadapa,Bangalore,PRL BUS,400.0,4.2,19 Seats available,Non A/C Seater / Sleeper (2+1),22:45,06h 15m,05:00,Kadapa,4 to 5,others,AC Sleeper,A/C,Sleeper,22:00 - 23:00,05:00 - 06:00,Kadapa to Bangalore
1790,Kadapa,Bangalore,Maheswari Travels,399.0,4.0,19 Seats available,Non A/C Seater / Sleeper (2+1),22:40,07h 00m,05:40,Kadapa,4 to 5,others,AC Sleeper,A/C,Sleeper,22:00 - 23:00,05:00 - 06:00,Kadapa to Bangalore
1791,Kadapa,Bangalore,CGR Travels,500.0,3.9,11 Seats available,Non A/C Seater / Sleeper (2+1),23:15,08h 05m,07:20,Kadapa,3 to 4,others,AC Sleeper,A/C,Sleeper,23:00 - 00:00,07:00 - 08:00,Kadapa to Bangalore
1792,Kadapa,Bangalore,SUVARNAMUKHI TRAVELS,700.0,3.8,6 Seats available,A/C Sleeper (2+1),22:45,05h 50m,04:35,Suvarnamukhi Travels,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,22:00 - 23:00,04:00 - 05:00,Kadapa to Bangalore
1793,Kadapa,Bangalore,AR & BCVR Travels,450.0,4.2,15 Seats available,Non A/C Seater / Sleeper (2+1),22:55,06h 35m,05:30,Seven Road Circle,4 to 5,others,AC Sleeper,A/C,Sleeper,22:00 - 23:00,05:00 - 06:00,Kadapa to Bangalore
1794,Kadapa,Bangalore,CGR Travels,350.0,3.6,15 Seats available,Non A/C Seater / Sleeper (2+1),23:15,06h 45m,06:00,Kadapa,3 to 4,others,AC Sleeper,A/C,Sleeper,23:00 - 00:00,06:00 - 07:00,Kadapa to Bangalore
1795,Kadapa,Bangalore,Indu Travels,380.0,3.7,20 Seats available,Non A/C Seater / Sleeper (2+1),23:15,05h 45m,05:00,Kadapa,3 to 4,others,AC Sleeper,A/C,Sleeper,23:00 - 00:00,05:00 - 06:00,Kadapa to Bangalore
1796,Kadapa,Bangalore,Royal Voyage Travels (RVT),600.0,4.1,10 Seats available,A/C Seater / Sleeper (2+1),23:50,06h 20m,06:10,Iti Circle,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,06:00 - 07:00,Kadapa to Bangalore
1797,Kadapa,Bangalore,CGR Travels,350.0,3.4,11 Seats available,Non A/C Seater / Sleeper (2+1),22:45,08h 10m,06:55,Kadapa,3 to 4,others,AC Sleeper,A/C,Sleeper,22:00 - 23:00,06:00 - 07:00,Kadapa to Bangalore
1798,Kadapa,Bangalore,AR & BCVR Travels,940.0,3.9,7 Seats available,A/C Sleeper (2+1),23:15,06h 45m,06:00,Seven Road Circle,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,06:00 - 07:00,Kadapa to Bangalore
1799,Kadapa,Bangalore,INDHU BUS,399.0,3.6,24 Seats available,Non A/C Seater / Sleeper (2+1),22:55,06h 45m,05:40,Kadapa,3 to 4,others,AC Sleeper,A/C,Sleeper,22:00 - 23:00,05:00 - 06:00,Kadapa to Bangalore
1800,Kadapa,Bangalore,Maheswari Travels,499.0,4.6,18 Seats available,Non A/C Seater / Sleeper (2+1),23:00,06h 50m,05:50,Kadapa,4 to 5,others,AC Sleeper,A/C,Sleeper,23:00 - 00:00,05:00 - 06:00,Kadapa to Bangalore
1801,Kadapa,Bangalore,Indu Travels,400.0,3.3,17 Seats available,Non A/C Seater / Sleeper (2+1),23:15,05h 45m,05:00,Kadapa,3 to 4,others,AC Sleeper,A/C,Sleeper,23:00 - 00:00,05:00 - 06:00,Kadapa to Bangalore
1802,Kadapa,Bangalore,Abhishek Bus,799.0,3.6,19 Seats available,A/C Sleeper (2+1),23:40,05h 15m,04:55,Iti Circle,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,04:00 - 05:00,Kadapa to Bangalore
1803,Kadapa,Bangalore,Sri Vengamamba Bus Transport(SVBT),500.0,4.7,21 Seats available,Non A/C Seater / Sleeper (2+1),23:58,07h 32m,07:30,Kadapa,4 to 5,others,AC Sleeper,A/C,Sleeper,23:00 - 00:00,07:00 - 08:00,Kadapa to Bangalore
1804,Kadapa,Bangalore,Sri Vengamamba Bus Transport(SVBT),500.0,3.6,14 Seats available,Non A/C Seater / Sleeper (2+1),23:45,05h 15m,05:00,Kadapa,3 to 4,others,AC Sleeper,A/C,Sleeper,23:00 - 00:00,05:00 - 06:00,Kadapa to Bangalore
1805,Kadapa,Bangalore,S R Travels,700.0,3.4,10 Seats available,Non A/C Seater / Sleeper (2+1),22:40,06h 35m,05:15,Kadapa,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,22:00 - 23:00,05:00 - 06:00,Kadapa to Bangalore
1806,Kadapa,Bangalore,AR & BCVR Travels,400.0,4.2,19 Seats available,Non A/C Seater / Sleeper (2+1),22:45,08h 15m,07:00,Seven Road Circle,4 to 5,others,AC Sleeper,A/C,Sleeper,22:00 - 23:00,07:00 - 08:00,Kadapa to Bangalore
1807,Kadapa,Bangalore,Sri Vengamamba Bus Transport (SVBT),550.0,4.2,15 Seats available,A/C Seater / Sleeper (2+1),23:59,05h 46m,05:45,Kadapa,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,05:00 - 06:00,Kadapa to Bangalore
1808,Kadapa,Bangalore,V Kaveri Travels,600.0,3.7,11 Seats available,A/C Seater / Sleeper (2+1),23:59,06h 31m,06:30,Kadapa,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,06:00 - 07:00,Kadapa to Bangalore
1809,Kadapa,Bangalore,Sri Vengamamba Bus Transport(SVBT),1090.0,3.8,9 Seats available,A/C Sleeper (2+1),23:59,06h 01m,06:00,Kadapa,3 to 4,1000 to 3000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,06:00 - 07:00,Kadapa to Bangalore
1810,Kadapa,Bangalore,Giridhar Tours and Travels,700.0,3.9,20 Seats available,A/C Seater/Sleeper (2+1),23:51,05h 49m,05:40,Kadapa,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,05:00 - 06:00,Kadapa to Bangalore
1811,Kadapa,Bangalore,Sri Shrinivasa Bus Transport (SSBT),650.0,3.9,27 Seats available,Non A/C Seater / Sleeper (2+1),23:59,05h 31m,05:30,Kadapa,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,05:00 - 06:00,Kadapa to Bangalore
1812,Kadapa,Bangalore,Maheswari Travels,650.0,3.2,11 Seats available,NON A/C Sleeper (2+1),22:50,07h 00m,05:50,Kadapa,3 to 4,below 1000,AC Sleeper,Non A/C,Sleeper,22:00 - 23:00,05:00 - 06:00,Kadapa to Bangalore
1813,Kadapa,Bangalore,S R Travels,890.0,4.0,6 Seats available,NON A/C Sleeper (2+1),22:20,07h 10m,05:30,Kadapa,4 to 5,below 1000,AC Sleeper,Non A/C,Sleeper,22:00 - 23:00,05:00 - 06:00,Kadapa to Bangalore
1814,Kadapa,Bangalore,Sri Vengamamba Bus Transport (SVBT),500.0,2.8,15 Seats available,Non A/C Seater / Sleeper (2+1),23:55,05h 05m,05:00,Kadapa,Below 3,others,AC Sleeper,A/C,Sleeper,23:00 - 00:00,05:00 - 06:00,Kadapa to Bangalore
1815,Kadapa,Bangalore,Sri Shrinivasa Bus Transport (SSBT),650.0,3.9,23 Seats available,Non A/C Seater / Sleeper (2+1),23:55,05h 25m,05:20,Kadapa,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,05:00 - 06:00,Kadapa to Bangalore
1816,Kadapa,Bangalore,BHAIRAVA TOURS AND TRAVELS,449.0,3.9,20 Seats available,Non A/C Seater / Sleeper (2+1),23:45,06h 45m,06:30,Iti Circle,3 to 4,others,AC Sleeper,A/C,Sleeper,23:00 - 00:00,06:00 - 07:00,Kadapa to Bangalore
1817,Kadapa,Bangalore,Indu Travels,380.0,3.7,29 Seats available,Non A/C Seater / Sleeper (2+1),23:15,05h 45m,05:00,Kadapa,3 to 4,others,AC Sleeper,A/C,Sleeper,23:00 - 00:00,05:00 - 06:00,Kadapa to Bangalore
1818,Kadapa,Bangalore,SUVARNAMUKHI TRAVELS,300.0,3.0,9 Seats available,NON A/C Seater (2+3),21:45,06h 45m,04:30,Suvarnamukhi Travels,3 to 4,others,AC Seater,Non A/C,Seater,21:00 - 22:00,04:00 - 05:00,Kadapa to Bangalore
1819,Kadapa,Bangalore,V Kaveri Travels,500.0,3.5,12 Seats available,Non A/C Seater / Sleeper (2+1),23:10,06h 50m,06:00,Kadapa,3 to 4,others,AC Sleeper,A/C,Sleeper,23:00 - 00:00,06:00 - 07:00,Kadapa to Bangalore
1820,Kadapa,Bangalore,Harikrishna Travels,700.0,3.4,11 Seats available,Non A/C Seater / Sleeper (2+1),23:50,05h 40m,05:30,Kadapa bypass,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,05:00 - 06:00,Kadapa to Bangalore
1821,Kadapa,Bangalore,SUVARNAMUKHI TRAVELS,300.0,2.8,5 Seats available,NON A/C Seater (2+3),21:00,07h 15m,04:15,Suvarnamukhi Travels,Below 3,others,AC Seater,Non A/C,Seater,21:00 - 22:00,04:00 - 05:00,Kadapa to Bangalore
1822,Kadapa,Bangalore,BABA TRAVELS,2000.0,2.1,30 Seats available,NON A/C Sleeper (2+1),22:15,07h 15m,05:30,Kadapa,Below 3,1000 to 3000,AC Sleeper,Non A/C,Sleeper,22:00 - 23:00,05:00 - 06:00,Kadapa to Bangalore
1823,Kadapa,Bangalore,Giridhar Tours and Travels,650.0,3.9,9 Seats available,Non A/C Seater / Sleeper (2+1),23:59,07h 01m,07:00,Kadapa,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,07:00 - 08:00,Kadapa to Bangalore
1824,Kadapa,Bangalore,SLNS Travels,900.0,2.2,9 Seats available,A/C Sleeper (2+1),23:55,07h 05m,07:00,Kadapa,Below 3,below 1000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,07:00 - 08:00,Kadapa to Bangalore
1825,Kadapa,Bangalore,Indu Travels,400.0,3.6,17 Seats available,Non A/C Seater / Sleeper (2+1),23:15,05h 45m,05:00,Kadapa,3 to 4,others,AC Sleeper,A/C,Sleeper,23:00 - 00:00,05:00 - 06:00,Kadapa to Bangalore
1826,Kadapa,Bangalore,Harikrishna Travels,1300.0,3.4,20 Seats available,Volvo Multi-Axle A/C Sleeper (2+1),23:50,05h 40m,05:30,Kadapa bypass,3 to 4,1000 to 3000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,05:00 - 06:00,Kadapa to Bangalore
1827,Kadapa,Bangalore,Golden Travels,5000.0,3.0,1 Seat available,A/C Seater / Sleeper (2+1),23:55,05h 45m,05:40,Kadapa,3 to 4,3000 Above,AC Sleeper,A/C,Sleeper,23:00 - 00:00,05:00 - 06:00,Kadapa to Bangalore
1828,Kadapa,Bangalore,SLC Road Lines,2099.0,2.5,35 Seats available,Non A/C Seater / Sleeper (2+1),23:50,08h 10m,08:00,Kadapa,Below 3,1000 to 3000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,08:00 - 09:00,Kadapa to Bangalore
1829,Kadapa,Bangalore,SLC Road Lines,1450.0,2.5,25 Seats available,A/C Sleeper (2+1),23:40,05h 30m,05:10,Kadapa,Below 3,1000 to 3000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,05:00 - 06:00,Kadapa to Bangalore
1830,Kadapa,Bangalore,SLC Road Lines,2099.0,2.5,43 Seats available,Non A/C Seater / Sleeper (2+1),19:30,10h 10m,05:40,Kadapa,Below 3,1000 to 3000,AC Sleeper,A/C,Sleeper,19:00 - 20:00,05:00 - 06:00,Kadapa to Bangalore
1831,Hyderabad,Ongole,Sri Vengamamba Bus Transport (SVBT),800.0,4.4,7 Seats available,A/C Sleeper (2+1),22:15,08h 00m,06:15,Miyapur,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,22:00 - 23:00,06:00 - 07:00,Hyderabad to Ongole
1832,Hyderabad,Ongole,Sri Vengamamba Bus Transport (SVBT),550.0,4.4,11 Seats available,A/C Seater / Sleeper (2+1),21:45,08h 30m,06:15,Beeramguda,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,06:00 - 07:00,Hyderabad to Ongole
1833,Hyderabad,Ongole,V Kaveri Travels,1100.0,3.9,16 Seats available,Scania AC Multi Axle Sleeper (2+1),21:30,08h 15m,05:45,Madhapur,3 to 4,1000 to 3000,Other,A/C,Sleeper,21:00 - 22:00,05:00 - 06:00,Hyderabad to Ongole
1834,Hyderabad,Ongole,Kaveri Travels,1000.0,4.3,2 Seats available,Non A/C Seater / Sleeper (2+1),19:40,08h 50m,04:30,saketh towers,4 to 5,others,AC Sleeper,A/C,Sleeper,19:00 - 20:00,04:00 - 05:00,Hyderabad to Ongole
1835,Hyderabad,Ongole,Sri Krishna Travels,1000.0,3.6,17 Seats available,Volvo Multi-Axle A/C Sleeper (2+1),21:30,07h 50m,05:20,Mettiguda,3 to 4,others,AC Sleeper,A/C,Sleeper,21:00 - 22:00,05:00 - 06:00,Hyderabad to Ongole
1836,Hyderabad,Ongole,Orange Tours And Travels,500.0,3.4,22 Seats available,NON A/C Seater/ Sleeper (2+1),22:30,07h 55m,06:25,"ashok nagar, near jyothi theater",3 to 4,others,AC Sleeper,Non A/C,Sleeper,22:00 - 23:00,06:00 - 07:00,Hyderabad to Ongole
1837,Hyderabad,Ongole,Vihari Travels ,475.0,3.5,20 Seats available,NON AC Seater / Sleeper 2+1,21:20,08h 20m,05:40,Gandi Maisamma,3 to 4,others,Other,Non A/C,Sleeper,21:00 - 22:00,05:00 - 06:00,Hyderabad to Ongole
1838,Hyderabad,Ongole,KMBT Travels,475.0,3.6,20 Seats available,NON A/C Hi-Tech Push Back (2+2),20:55,08h 35m,05:30,Bahadurpally,3 to 4,others,AC Semi Sleeper,Non A/C,Push Back,20:00 - 21:00,05:00 - 06:00,Hyderabad to Ongole
1839,Hyderabad,Ongole,Kaveri Travels,700.0,3.3,15 Seats available,A/C Sleeper (2+1),21:30,08h 30m,06:00,Patancheru,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,06:00 - 07:00,Hyderabad to Ongole
1840,Hyderabad,Ongole,VV Vinayak Travels,777.0,3.4,19 Seats available,A/C Sleeper (2+1),22:15,07h 45m,06:00,Miyapur,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,22:00 - 23:00,06:00 - 07:00,Hyderabad to Ongole
1841,Hyderabad,Ongole,Sri Krishna Travels,550.0,3.3,20 Seats available,A/C Semi Sleeper / Sleeper (2+1),21:45,07h 55m,05:40,Miyapur,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,05:00 - 06:00,Hyderabad to Ongole
1842,Hyderabad,Ongole,Sri Krishna Travels,900.0,3.5,16 Seats available,A/C Sleeper (2+1),22:30,07h 00m,05:30,Mehdipatnam,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,22:00 - 23:00,05:00 - 06:00,Hyderabad to Ongole
1843,Hyderabad,Ongole,Sri Krishna Travels,550.0,3.2,21 Seats available,NON A/C Semi Sleeper / Sleeper (2+1),22:00,07h 30m,05:30,IDPL,3 to 4,below 1000,AC Sleeper,Non A/C,Sleeper,22:00 - 23:00,05:00 - 06:00,Hyderabad to Ongole
1844,Hyderabad,Ongole,V Kaveri Travels,890.0,4.0,16 Seats available,A/C Sleeper (2+1),22:00,08h 15m,06:15,Patancheru,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,22:00 - 23:00,06:00 - 07:00,Hyderabad to Ongole
1845,Hyderabad,Ongole,V Kaveri Travels,600.0,3.4,6 Seats available,Non A/C Seater / Sleeper (2+1),21:30,08h 30m,06:00,Tarnaka,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,06:00 - 07:00,Hyderabad to Ongole
1846,Hyderabad,Ongole,Kaveri Travels,450.0,3.1,21 Seats available,Non A/C Seater / Sleeper (2+1),21:30,08h 20m,05:50,Bhel,3 to 4,others,AC Sleeper,A/C,Sleeper,21:00 - 22:00,05:00 - 06:00,Hyderabad to Ongole
1847,Hyderabad,Ongole,Vihari Travels ,641.0,3.2,20 Seats available,NON A/C Sleeper (2+1),22:00,07h 30m,05:30,Beeramguda,3 to 4,below 1000,AC Sleeper,Non A/C,Sleeper,22:00 - 23:00,05:00 - 06:00,Hyderabad to Ongole
1848,Hyderabad,Ongole,Kaveri Travels,500.0,3.6,18 Seats available,Non A/C Seater / Sleeper (2+1),21:35,08h 10m,05:45,Gandi Maisamma,3 to 4,others,AC Sleeper,A/C,Sleeper,21:00 - 22:00,05:00 - 06:00,Hyderabad to Ongole
1849,Hyderabad,Ongole,Sri Krishna Travels,550.0,3.3,6 Seats available,Non A/C Seater / Sleeper (2+1),20:00,09h 00m,05:00,Dammaiguda,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,20:00 - 21:00,05:00 - 06:00,Hyderabad to Ongole
1850,Hyderabad,Ongole,V Kaveri Travels,600.0,3.1,17 Seats available,NON A/C Sleeper (2+1),21:30,08h 00m,05:30,Madhapur,3 to 4,below 1000,AC Sleeper,Non A/C,Sleeper,21:00 - 22:00,05:00 - 06:00,Hyderabad to Ongole
1851,Hyderabad,Ongole,Chandu Travels,730.0,3.8,15 Seats available,A/C Sleeper (2+1),22:15,07h 30m,05:45,Miyapur,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,22:00 - 23:00,05:00 - 06:00,Hyderabad to Ongole
1852,Hyderabad,Ongole,V Kaveri Travels,600.0,3.5,10 Seats available,Non A/C Seater / Sleeper (2+1),21:00,08h 15m,05:15,Gandi Maisamma,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,05:00 - 06:00,Hyderabad to Ongole
1853,Hyderabad,Ongole,Kaveri Travels,700.0,3.3,6 Seats available,A/C Volvo B11R Multi-Axle Sleeper (2+1),21:30,08h 15m,05:45,Miyapur,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,05:00 - 06:00,Hyderabad to Ongole
1854,Hyderabad,Ongole,Vihari Travels ,428.0,3.4,20 Seats available,Non A/C Seater / Sleeper (2+1),22:00,08h 35m,06:35,Beeramguda,3 to 4,others,AC Sleeper,A/C,Sleeper,22:00 - 23:00,06:00 - 07:00,Hyderabad to Ongole
1855,Hyderabad,Ongole,Cherry tours&travels,570.0,3.8,22 Seats available,Non A/C Seater / Sleeper (2+1),21:50,08h 10m,06:00,Beeramguda,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,06:00 - 07:00,Hyderabad to Ongole
1856,Hyderabad,Ongole,Sri Lakshmi Narshima Travels,409.0,3.9,26 Seats available,Non A/C Seater / Sleeper (2+1),22:00,08h 45m,06:45,Beeramguda,3 to 4,others,AC Sleeper,A/C,Sleeper,22:00 - 23:00,06:00 - 07:00,Hyderabad to Ongole
1857,Hyderabad,Ongole,Sri Lakshmi Narshima Travels,475.0,3.5,17 Seats available,Non A/C Seater / Sleeper (2+1),22:00,06h 30m,04:30,LB Nagar,3 to 4,others,AC Sleeper,A/C,Sleeper,22:00 - 23:00,04:00 - 05:00,Hyderabad to Ongole
1858,Hyderabad,Ongole,Sri Lakshmi Narshima Travels,665.0,3.3,11 Seats available,A/C Sleeper (2+1),22:00,07h 30m,05:30,Beeramguda,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,22:00 - 23:00,05:00 - 06:00,Hyderabad to Ongole
1859,Hyderabad,Ongole,Sri Lakshmi Narshima Travels,3800.0,3.2,35 Seats available,Non A/C Seater / Sleeper (2+1),22:00,06h 00m,04:00,Beeramguda,3 to 4,3000 Above,AC Sleeper,A/C,Sleeper,22:00 - 23:00,04:00 - 05:00,Hyderabad to Ongole
1860,Hyderabad,Ongole,Sri Krishna Travels,800.0,3.6,17 Seats available,A/C Sleeper (2+1),21:45,07h 55m,05:40,Miyapur,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,05:00 - 06:00,Hyderabad to Ongole
1861,Hyderabad,Ongole,Sri Laxmi Sravanthi Siva Tours And Travels,499.0,4.1,24 Seats available,Non A/C Seater / Sleeper (2+1),21:40,08h 20m,06:00,ilapur kcr buildings,4 to 5,others,AC Sleeper,A/C,Sleeper,21:00 - 22:00,06:00 - 07:00,Hyderabad to Ongole
1862,Hyderabad,Ongole,V Kaveri Travels,700.0,2.9,18 Seats available,NON A/C Sleeper (2+1),21:30,08h 15m,05:45,Tarnaka,Below 3,below 1000,AC Sleeper,Non A/C,Sleeper,21:00 - 22:00,05:00 - 06:00,Hyderabad to Ongole
1863,Hyderabad,Ongole,Morning Star Travels,990.0,4.1,17 Seats available,A/C Sleeper (2+1),22:30,07h 00m,05:30,Chanda Nagar,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,22:00 - 23:00,05:00 - 06:00,Hyderabad to Ongole
