,Starting_names,Reaching_names,Names,Bus_fare,Ratings,Seats,Bus_types,Starting_time,Duration,Ending_time,Starting_point,Ratings_range,Bus_fare_range,Bus_category,AC_Type,Seat_Type,Starting_time_interval,Ending_time_interval,Route
0,Rajahmundry,Visakhapatnam,NueGo,379.0,3.2,41 Seats available,Electric A/C Seater (2+2),18:30,03h 35m,22:05,Vemagiri Junction,3 to 4,others,AC Seater,A/C,Seater,18:00 - 19:00,22:00 - 23:00,Rajahmundry to Visakhapatnam
1,Rajahmundry,Visakhapatnam,NueGo,367.0,3.1,24 Seats available,Electric A/C Seater/Sleeper (2+1),19:05,04h 20m,23:25,Lalacheruvu Junction,3 to 4,others,AC Sleeper,A/C,Sleeper,19:00 - 20:00,23:00 - 00:00,Rajahmundry to Visakhapatnam
2,Rajahmundry,Visakhapatnam,SREE PAVAN TRAVELS,495.0,3.5,38 Seats available,NON A/C Seater Push Back (2+2),23:20,03h 45m,03:05,Morampudi Junction,3 to 4,others,AC Semi Sleeper,Non A/C,Seater,23:00 - 00:00,03:00 - 04:00,Rajahmundry to Visakhapatnam
3,Rajahmundry,Visakhapatnam,IRA Travels,600.0,3.9,11 Seats available,A/C Seater / Sleeper (2+1),23:20,04h 20m,03:40,Gokavaram Bus Stand,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,03:00 - 04:00,Rajahmundry to Visakhapatnam
4,Rajahmundry,Visakhapatnam,IRA Travels,550.0,3.9,29 Seats available,A/C Seater / Sleeper (2+1),23:20,04h 25m,03:45,Diwaan Chervu,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,03:00 - 04:00,Rajahmundry to Visakhapatnam
5,Rajahmundry,Visakhapatnam,NueGo,471.0,4.2,29 Seats available,Electric A/C Seater/Sleeper (2+1),23:20,04h 25m,03:45,Diwaan Chervu,4 to 5,others,AC Sleeper,A/C,Sleeper,23:00 - 00:00,03:00 - 04:00,Rajahmundry to Visakhapatnam
6,Rajahmundry,Visakhapatnam,Jayalakshmi Tours and Travels,800.0,3.7,33 Seats available,A/C Seater / Sleeper (2+1),23:55,03h 35m,03:30,Morampudi Junction,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,03:00 - 04:00,Rajahmundry to Visakhapatnam
7,Rajahmundry,Visakhapatnam,Navin Travels,463.0,3.6,29 Seats available,Non A/C Seater / Sleeper (2+1),23:55,04h 35m,04:30,Morampudi Junction,3 to 4,others,AC Sleeper,A/C,Sleeper,23:00 - 00:00,04:00 - 05:00,Rajahmundry to Visakhapatnam
8,Rajahmundry,Visakhapatnam,Prathap Travels,495.0,4.1,20 Seats available,Non A/C Seater / Sleeper (2+1),23:55,0-20h 0-50m,04:05,Diwaan Chervu,4 to 5,others,AC Sleeper,A/C,Sleeper,23:00 - 00:00,04:00 - 05:00,Rajahmundry to Visakhapatnam
9,Rajahmundry,Visakhapatnam,Nani’s Sai Krishna Travels,500.0,3.1,37 Seats available,Non A/C Seater / Sleeper (2+1),23:55,04h 05m,04:00,Diwancheru,3 to 4,others,AC Sleeper,A/C,Sleeper,23:00 - 00:00,04:00 - 05:00,Rajahmundry to Visakhapatnam
10,Rajahmundry,Visakhapatnam,Sri Padmavathi Travels,450.0,3.1,27 Seats available,NON A/C Airbus (2+2),23:55,03h 15m,03:10,Diwaan Chervu,3 to 4,others,Other,Non A/C,Other,23:00 - 00:00,03:00 - 04:00,Rajahmundry to Visakhapatnam
11,Rajahmundry,Visakhapatnam,Sri Padmavathi Travels,450.0,3.9,39 Seats available,Non A/C Seater / Sleeper (2+1),23:59,05h 01m,05:00,Diwaan Chervu,3 to 4,others,AC Sleeper,A/C,Sleeper,23:00 - 00:00,05:00 - 06:00,Rajahmundry to Visakhapatnam
12,Rajahmundry,Visakhapatnam,SRI SAI BALAJI TOURS AND TRAVELS,680.0,4.1,24 Seats available,A/C Seater / Sleeper (2+1),23:59,04h 51m,04:50,Morampudi Junction,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,04:00 - 05:00,Rajahmundry to Visakhapatnam
13,Rajahmundry,Visakhapatnam,Nani’s Sai Krishna Travels,470.0,3.1,24 Seats available,Non A/C Seater / Sleeper (2+1),23:59,05h 31m,05:30,Diwaan Chervu,3 to 4,others,AC Sleeper,A/C,Sleeper,23:00 - 00:00,05:00 - 06:00,Rajahmundry to Visakhapatnam
14,Rajahmundry,Visakhapatnam,Sri Dhanalakshmi Travels,475.0,3.1,23 Seats available,Non A/C Seater / Sleeper (2+1),23:59,04h 01m,04:00,KADIYAPULANKA,3 to 4,others,AC Sleeper,A/C,Sleeper,23:00 - 00:00,04:00 - 05:00,Rajahmundry to Visakhapatnam
15,Rajahmundry,Visakhapatnam,Sri Padmavathi Travels,700.0,4.1,13 Seats available,A/C Seater / Sleeper (2+1),00:20,05h 25m,05:45,Morampudi Junction,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,00:00 - 01:00,05:00 - 06:00,Rajahmundry to Visakhapatnam
16,Rajahmundry,Visakhapatnam,Nani’s Sai Krishna Travels,600.0,2.7,34 Seats available,A/C Seater / Sleeper (2+1),01:00,04h 15m,05:15,Diwaan Chervu,Below 3,below 1000,AC Sleeper,A/C,Sleeper,01:00 - 02:00,05:00 - 06:00,Rajahmundry to Visakhapatnam
17,Rajahmundry,Visakhapatnam,BEZAWADA TOURS AND TRAVELS,555.0,2.9,15 Seats available,NON A/C Sleeper (2+1),01:10,04h 00m,05:10,Morampudi Junction,Below 3,below 1000,AC Sleeper,Non A/C,Sleeper,01:00 - 02:00,05:00 - 06:00,Rajahmundry to Visakhapatnam
18,Rajahmundry,Visakhapatnam,Sri KVR Travels,500.0,2.6,38 Seats available,Non A/C Seater / Sleeper (2+1),23:10,02h 50m,02:00,,Below 3,others,AC Sleeper,A/C,Sleeper,23:00 - 00:00,02:00 - 03:00,Rajahmundry to Visakhapatnam
19,Rajahmundry,Visakhapatnam,Sree Sambhavi Tours and Travels,618.0,2.7,31 Seats available,Non A/C Seater / Sleeper (2+1),23:30,05h 30m,05:00,,Below 3,below 1000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,05:00 - 06:00,Rajahmundry to Visakhapatnam
20,Rajahmundry,Visakhapatnam,Sri Amaravathi Travels,495.0,2.7,34 Seats available,Non A/C Seater / Sleeper (2+1),23:59,04h 51m,04:50,,Below 3,others,AC Sleeper,A/C,Sleeper,23:00 - 00:00,04:00 - 05:00,Rajahmundry to Visakhapatnam
21,Rajahmundry,Visakhapatnam,Sri KVR Travels,500.0,2.7,28 Seats available,Non A/C Seater / Sleeper (2+1),23:59,03h 31m,03:30,,Below 3,others,AC Sleeper,A/C,Sleeper,23:00 - 00:00,03:00 - 04:00,Rajahmundry to Visakhapatnam
22,Rajahmundry,Visakhapatnam,Sri KVR Travels,550.0,2.6,28 Seats available,A/C Seater / Sleeper (2+1),00:10,03h 50m,04:00,,Below 3,below 1000,AC Sleeper,A/C,Sleeper,00:00 - 01:00,04:00 - 05:00,Rajahmundry to Visakhapatnam
23,Rajahmundry,Visakhapatnam,Sri KVR Travels,500.0,1.5,41 Seats available,Non A/C Seater / Sleeper (2+1),00:15,04h 00m,04:15,,Below 3,others,AC Sleeper,A/C,Sleeper,00:00 - 01:00,04:00 - 05:00,Rajahmundry to Visakhapatnam
24,Rajahmundry,Visakhapatnam,New Sindhu Travels,575.0,2.7,31 Seats available,Non A/C Seater / Sleeper (2+1),00:15,03h 45m,04:00,,Below 3,below 1000,AC Sleeper,A/C,Sleeper,00:00 - 01:00,04:00 - 05:00,Rajahmundry to Visakhapatnam
25,Rajahmundry,Visakhapatnam,Sai Sri Krishna Travels,650.0,2.7,28 Seats available,A/C Seater / Sleeper (2+1),00:55,04h 20m,05:15,,Below 3,below 1000,AC Sleeper,A/C,Sleeper,00:00 - 01:00,05:00 - 06:00,Rajahmundry to Visakhapatnam
26,Rajahmundry,Visakhapatnam,Sri KVR Travels,500.0,2.7,27 Seats available,Non A/C Seater / Sleeper (2+1),00:55,03h 05m,04:00,,Below 3,others,AC Sleeper,A/C,Sleeper,00:00 - 01:00,04:00 - 05:00,Rajahmundry to Visakhapatnam
27,Rajahmundry,Visakhapatnam,Sri KVR Travels,896.0,2.7,35 Seats available,A/C Seater / Sleeper (2+1),00:55,04h 20m,05:15,,Below 3,below 1000,AC Sleeper,A/C,Sleeper,00:00 - 01:00,05:00 - 06:00,Rajahmundry to Visakhapatnam
28,Rajahmundry,Visakhapatnam,Sri KVR Travels,550.0,2.7,31 Seats available,A/C Seater / Sleeper (2+1),01:15,03h 30m,04:45,,Below 3,below 1000,AC Sleeper,A/C,Sleeper,01:00 - 02:00,04:00 - 05:00,Rajahmundry to Visakhapatnam
29,Rajahmundry,Visakhapatnam,Sri KVR Travels,500.0,2.7,40 Seats available,Non A/C Seater / Sleeper (2+1),01:35,04h 25m,06:00,,Below 3,others,AC Sleeper,A/C,Sleeper,01:00 - 02:00,06:00 - 07:00,Rajahmundry to Visakhapatnam
30,Rajahmundry,Visakhapatnam,Sri KVR Travels,500.0,3.1,41 Seats available,Non A/C Seater / Sleeper (2+1),01:45,03h 45m,05:30,,3 to 4,others,AC Sleeper,A/C,Sleeper,01:00 - 02:00,05:00 - 06:00,Rajahmundry to Visakhapatnam
31,Rajahmundry,Visakhapatnam,Sri KVR Travels,500.0,,,Non A/C Seater / Sleeper (2+1),02:30,03h 15m,05:45,,Below 3,others,AC Sleeper,A/C,Sleeper,02:00 - 03:00,05:00 - 06:00,Rajahmundry to Visakhapatnam
32,Rajahmundry,Visakhapatnam,Jayalakshmi Tours and Travels,1100.0,,,A/C Seater / Sleeper (2+1),23:55,04h 35m,04:30,,Below 3,1000 to 3000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,04:00 - 05:00,Rajahmundry to Visakhapatnam
33,Rajahmundry,Visakhapatnam,Sri Dhanalakshmi Travels,1900.0,,,Non A/C Seater / Sleeper (2+1),23:59,04h 31m,04:30,,Below 3,1000 to 3000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,04:00 - 05:00,Rajahmundry to Visakhapatnam
34,Hyderabad,Guntur (Andhra P...,Svkdt travels,599.0,4.7,23 Seats available,A/C Sleeper (2+1),22:30,08h 25m,06:55,Serilingampally,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,22:00 - 23:00,06:00 - 07:00,Hyderabad to Guntur (Andhra P...
35,Hyderabad,Guntur (Andhra P...,IntrCity SmartBus,585.0,4.7,26 Seats available,AC Sleeper (2+1),23:30,07h 30m,07:00,Miyapur,4 to 5,below 1000,Other,A/C,Sleeper,23:00 - 00:00,07:00 - 08:00,Hyderabad to Guntur (Andhra P...
36,Hyderabad,Guntur (Andhra P...,IntrCity SmartBus,585.0,4.6,19 Seats available,AC Sleeper (2+1),23:15,07h 35m,06:50,"Kphb Colony,hyderabad",4 to 5,below 1000,Other,A/C,Sleeper,23:00 - 00:00,06:00 - 07:00,Hyderabad to Guntur (Andhra P...
37,Hyderabad,Guntur (Andhra P...,AdZingbus Plus,450.0,4.3,27 Seats available,A/C Seater / Sleeper (2+1),23:38,07h 17m,06:55,Moosapet,4 to 5,others,AC Sleeper,A/C,Sleeper,23:00 - 00:00,06:00 - 07:00,Hyderabad to Guntur (Andhra P...
38,Hyderabad,Guntur (Andhra P...,IntrCity SmartBus,391.0,4.5,19 Seats available,A/C Seater / Sleeper (2+1),23:30,07h 15m,06:45,"Kphb Colony,hyderabad",4 to 5,others,AC Sleeper,A/C,Sleeper,23:00 - 00:00,06:00 - 07:00,Hyderabad to Guntur (Andhra P...
39,Hyderabad,Guntur (Andhra P...,Svkdt travels,599.0,4.2,24 Seats available,A/C Sleeper (2+1),22:20,08h 10m,06:30,Beeramguda,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,22:00 - 23:00,06:00 - 07:00,Hyderabad to Guntur (Andhra P...
40,Hyderabad,Guntur (Andhra P...,GMRK Tours and Travels,449.0,4.4,22 Seats available,Volvo A/C Semi Sleeper (2+2),23:30,06h 40m,06:10,Nizampet,4 to 5,others,AC Sleeper,A/C,Sleeper,23:00 - 00:00,06:00 - 07:00,Hyderabad to Guntur (Andhra P...
41,Hyderabad,Guntur (Andhra P...,AdIntrCity SmartBus,772.0,4.9,18 Seats available,AC Sleeper (2+1),23:00,08h 20m,07:20,Gachibowli,4 to 5,below 1000,Other,A/C,Sleeper,23:00 - 00:00,07:00 - 08:00,Hyderabad to Guntur (Andhra P...
42,Hyderabad,Guntur (Andhra P...,NueGo,415.0,4.1,27 Seats available,Electric A/C Seater (2+2),23:50,08h 00m,07:50,Kukatpally,4 to 5,others,AC Seater,A/C,Seater,23:00 - 00:00,07:00 - 08:00,Hyderabad to Guntur (Andhra P...
43,Hyderabad,Guntur (Andhra P...,Sri KVR Travels,560.0,4.2,29 Seats available,A/C Sleeper (2+1),22:30,07h 00m,05:30,Hitec City,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,22:00 - 23:00,05:00 - 06:00,Hyderabad to Guntur (Andhra P...
44,Hyderabad,Guntur (Andhra P...,Yolo Bus,399.0,3.9,28 Seats available,A/C Seater / Sleeper (2+1),22:15,07h 02m,05:17,Miyapur,3 to 4,others,AC Sleeper,A/C,Sleeper,22:00 - 23:00,05:00 - 06:00,Hyderabad to Guntur (Andhra P...
45,Hyderabad,Guntur (Andhra P...,NueGo,397.0,4.1,16 Seats available,Electric A/C Seater (2+2),15:25,07h 35m,23:00,Ramachandrapuram,4 to 5,others,AC Seater,A/C,Seater,15:00 - 16:00,23:00 - 00:00,Hyderabad to Guntur (Andhra P...
46,Hyderabad,Guntur (Andhra P...,Sri Sanvi Tours and Travels,664.0,4.8,21 Seats available,A/C Sleeper (2+1),22:15,07h 15m,05:30,Kukatpally,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,22:00 - 23:00,05:00 - 06:00,Hyderabad to Guntur (Andhra P...
47,Hyderabad,Guntur (Andhra P...,NueGo,415.0,3.8,17 Seats available,Electric A/C Seater (2+2),22:35,08h 00m,06:35,Beeramguda,3 to 4,others,AC Seater,A/C,Seater,22:00 - 23:00,06:00 - 07:00,Hyderabad to Guntur (Andhra P...
48,Hyderabad,Guntur (Andhra P...,Pavan Tours and Travels,564.0,4.5,27 Seats available,A/C Sleeper (2+1),22:30,07h 40m,06:10,Miyapur,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,22:00 - 23:00,06:00 - 07:00,Hyderabad to Guntur (Andhra P...
49,Hyderabad,Guntur (Andhra P...,YNR Travels,664.0,3.8,1 Seat available,A/C Sleeper (2+1),23:40,07h 20m,07:00,Beeramguda,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,07:00 - 08:00,Hyderabad to Guntur (Andhra P...
50,Hyderabad,Guntur (Andhra P...,Sri Apt Travels,3000.0,3.5,14 Seats available,A/C Sleeper (2+1),22:20,07h 10m,05:30,Bhel,3 to 4,3000 Above,AC Sleeper,A/C,Sleeper,22:00 - 23:00,05:00 - 06:00,Hyderabad to Guntur (Andhra P...
51,Hyderabad,Guntur (Andhra P...,V Kaveri Travels,500.0,3.5,19 Seats available,A/C Seater / Sleeper (2+1),22:15,07h 00m,05:15,Miyapur,3 to 4,others,AC Sleeper,A/C,Sleeper,22:00 - 23:00,05:00 - 06:00,Hyderabad to Guntur (Andhra P...
52,Hyderabad,Guntur (Andhra P...,Tirumala Xpress,600.0,4.5,19 Seats available,A/C Sleeper (2+1),21:35,08h 55m,06:30,Bhel,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,06:00 - 07:00,Hyderabad to Guntur (Andhra P...
53,Hyderabad,Guntur (Andhra P...,LVR Travels,499.0,3.1,21 Seats available,A/C Sleeper (2+1),22:25,07h 05m,05:30,Wipro Circle,3 to 4,others,AC Sleeper,A/C,Sleeper,22:00 - 23:00,05:00 - 06:00,Hyderabad to Guntur (Andhra P...
54,Hyderabad,Guntur (Andhra P...,FRESHBUS,500.0,3.1,15 Seats available,Electric A/C Seater (2+2),15:30,08h 40m,00:10,Lakdikapul,3 to 4,others,AC Seater,A/C,Seater,15:00 - 16:00,00:00 - 01:00,Hyderabad to Guntur (Andhra P...
55,Hyderabad,Guntur (Andhra P...,Orange Tours And Travels,700.0,2.9,24 Seats available,Bharat Benz A/C Sleeper (2+1),23:30,06h 30m,06:00,Madhapur,Below 3,below 1000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,06:00 - 07:00,Hyderabad to Guntur (Andhra P...
56,Hyderabad,Guntur (Andhra P...,V Kaveri Travels,450.0,2.9,13 Seats available,Non A/C Seater / Sleeper (2+1),21:30,08h 30m,06:00,Kukatpally,Below 3,others,AC Sleeper,A/C,Sleeper,21:00 - 22:00,06:00 - 07:00,Hyderabad to Guntur (Andhra P...
57,Hyderabad,Guntur (Andhra P...,SRI MARUTHI TRAVELS,349.0,2.9,34 Seats available,Non A/C Seater / Sleeper (2+1),22:30,06h 30m,05:00,Lakdikapul,Below 3,others,AC Sleeper,A/C,Sleeper,22:00 - 23:00,05:00 - 06:00,Hyderabad to Guntur (Andhra P...
58,Hyderabad,Guntur (Andhra P...,Orange Tours And Travels,600.0,2.7,21 Seats available,A/C Seater / Sleeper (2+1),23:30,05h 30m,05:00,Lakdikapul,Below 3,below 1000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,05:00 - 06:00,Hyderabad to Guntur (Andhra P...
59,Hyderabad,Guntur (Andhra P...,Orange Tours And Travels,700.0,2.8,26 Seats available,Volvo Multi-Axle Sleeper A/C (2+1),23:30,06h 00m,05:30,Lakdikapul,Below 3,below 1000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,05:00 - 06:00,Hyderabad to Guntur (Andhra P...
60,Hyderabad,Guntur (Andhra P...,Orange Tours And Travels,500.0,2.8,11 Seats available,NON A/C Seater/ Sleeper (2+1),23:30,05h 05m,04:35,Beeramguda,Below 3,others,AC Sleeper,Non A/C,Sleeper,23:00 - 00:00,04:00 - 05:00,Hyderabad to Guntur (Andhra P...
61,Hyderabad,Guntur (Andhra P...,KKaveri Travels,504.0,2.9,20 Seats available,Non A/C Seater / Sleeper (2+1),21:00,08h 00m,05:00,Kukatpally,Below 3,below 1000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,05:00 - 06:00,Hyderabad to Guntur (Andhra P...
62,Hyderabad,Guntur (Andhra P...,Morning Star Travels,690.0,3.4,19 Seats available,A/C Sleeper (2+1),22:50,06h 20m,05:10,Madhapur,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,22:00 - 23:00,05:00 - 06:00,Hyderabad to Guntur (Andhra P...
63,Hyderabad,Guntur (Andhra P...,V Kaveri Travels,600.0,3.4,18 Seats available,A/C Sleeper (2+1),21:30,08h 30m,06:00,Beeramguda,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,06:00 - 07:00,Hyderabad to Guntur (Andhra P...
64,Hyderabad,Guntur (Andhra P...,Lakshmi Gayatri Travels,449.0,3.4,27 Seats available,Non A/C Seater / Sleeper (2+1),22:30,08h 15m,06:45,Kukatpally,3 to 4,others,AC Sleeper,A/C,Sleeper,22:00 - 23:00,06:00 - 07:00,Hyderabad to Guntur (Andhra P...
65,Hyderabad,Guntur (Andhra P...,Prasanna Travels,500.0,2.9,22 Seats available,A/C Seater / Sleeper (2+1),23:50,06h 40m,06:30,Serilingampally,Below 3,others,AC Sleeper,A/C,Sleeper,23:00 - 00:00,06:00 - 07:00,Hyderabad to Guntur (Andhra P...
66,Hyderabad,Guntur (Andhra P...,KVR Tours and Travels,599.0,3.3,33 Seats available,A/C Sleeper (2+1),22:30,07h 30m,06:00,Miyapur,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,22:00 - 23:00,06:00 - 07:00,Hyderabad to Guntur (Andhra P...
67,Hyderabad,Guntur (Andhra P...,Prasanna Travels,500.0,2.8,23 Seats available,A/C Seater / Sleeper (2+1),23:05,07h 25m,06:30,Bhel,Below 3,others,AC Sleeper,A/C,Sleeper,23:00 - 00:00,06:00 - 07:00,Hyderabad to Guntur (Andhra P...
68,Hyderabad,Guntur (Andhra P...,Sudha Sri Tours and Travels,490.0,3.7,25 Seats available,A/C Sleeper (2+1),22:10,06h 30m,04:40,Kukatpally,3 to 4,others,AC Sleeper,A/C,Sleeper,22:00 - 23:00,04:00 - 05:00,Hyderabad to Guntur (Andhra P...
69,Hyderabad,Guntur (Andhra P...,Morning Star Travels,990.0,2.7,22 Seats available,A/C Sleeper (2+1),22:55,06h 35m,05:30,Kukatpally,Below 3,below 1000,AC Sleeper,A/C,Sleeper,22:00 - 23:00,05:00 - 06:00,Hyderabad to Guntur (Andhra P...
70,Hyderabad,Guntur (Andhra P...,SRI MARUTHI TRAVELS,599.0,2.2,23 Seats available,A/C Sleeper (2+1),22:30,06h 30m,05:00,Ramachandra Puram,Below 3,below 1000,AC Sleeper,A/C,Sleeper,22:00 - 23:00,05:00 - 06:00,Hyderabad to Guntur (Andhra P...
71,Hyderabad,Guntur (Andhra P...,Morning Star Travels,690.0,3.0,18 Seats available,A/C Sleeper (2+1),21:30,08h 15m,05:45,Miyapur,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,05:00 - 06:00,Hyderabad to Guntur (Andhra P...
72,Hyderabad,Guntur (Andhra P...,Morning Star Travels,690.0,4.0,25 Seats available,NON A/C Sleeper (2+1),23:00,05h 30m,04:30,Bhel,4 to 5,below 1000,AC Sleeper,Non A/C,Sleeper,23:00 - 00:00,04:00 - 05:00,Hyderabad to Guntur (Andhra P...
73,Hyderabad,Guntur (Andhra P...,Sravani Travels,450.0,2.8,25 Seats available,A/C Seater / Sleeper (2+1),22:25,07h 05m,05:30,Bharat Nagar,Below 3,others,AC Sleeper,A/C,Sleeper,22:00 - 23:00,05:00 - 06:00,Hyderabad to Guntur (Andhra P...
74,Hyderabad,Guntur (Andhra P...,Sai Sri Krishna Travels,2000.0,3.1,33 Seats available,A/C Sleeper (2+1),23:15,07h 15m,06:30,Kukatpally,3 to 4,1000 to 3000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,06:00 - 07:00,Hyderabad to Guntur (Andhra P...
75,Hyderabad,Guntur (Andhra P...,Prasanna Travels,500.0,2.1,40 Seats available,A/C Seater / Sleeper (2+1),23:55,07h 15m,07:10,SR Nagar,Below 3,others,AC Sleeper,A/C,Sleeper,23:00 - 00:00,07:00 - 08:00,Hyderabad to Guntur (Andhra P...
76,Hyderabad,Guntur (Andhra P...,Sai Sri Durga Travels,3000.0,2.2,25 Seats available,Non A/C Seater / Sleeper (2+1),23:30,07h 00m,06:30,Hafeezpet,Below 3,3000 Above,AC Sleeper,A/C,Sleeper,23:00 - 00:00,06:00 - 07:00,Hyderabad to Guntur (Andhra P...
77,Hyderabad,Guntur (Andhra P...,Morning Star Travels,590.0,3.0,32 Seats available,NON A/C Sleeper (2+1),22:50,06h 35m,05:25,Miyapur,3 to 4,below 1000,AC Sleeper,Non A/C,Sleeper,22:00 - 23:00,05:00 - 06:00,Hyderabad to Guntur (Andhra P...
78,Hyderabad,Guntur (Andhra P...,AVR Travels,2500.0,3.9,32 Seats available,A/C Seater / Sleeper (2+1),23:30,06h 45m,06:15,SR Nagar,3 to 4,1000 to 3000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,06:00 - 07:00,Hyderabad to Guntur (Andhra P...
79,Hyderabad,Guntur (Andhra P...,Sai Sri Durga Travels,3000.0,2.2,42 Seats available,A/C Sleeper (2+1),23:30,07h 00m,06:30,Miyapur,Below 3,3000 Above,AC Sleeper,A/C,Sleeper,23:00 - 00:00,06:00 - 07:00,Hyderabad to Guntur (Andhra P...
80,Hyderabad,Guntur (Andhra P...,Mahi Trans Solutions,3799.0,3.1,23 Seats available,Scania AC Multi Axle Sleeper (2+1),23:00,07h 35m,06:35,Miyapur,3 to 4,3000 Above,Other,A/C,Sleeper,23:00 - 00:00,06:00 - 07:00,Hyderabad to Guntur (Andhra P...
81,Hyderabad,Guntur (Andhra P...,SS Prasanna Travels,348.0,2.9,26 Seats available,A/C Seater (2+2),22:50,07h 40m,06:30,SR Nagar,Below 3,others,AC Seater,A/C,Seater,22:00 - 23:00,06:00 - 07:00,Hyderabad to Guntur (Andhra P...
82,Hyderabad,Guntur (Andhra P...,Sai Sri Durga Travels,705.0,2.1,35 Seats available,A/C Sleeper (2+1),23:30,07h 00m,06:30,Nizampet,Below 3,below 1000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,06:00 - 07:00,Hyderabad to Guntur (Andhra P...
83,Hyderabad,Guntur (Andhra P...,Prasanna Travels,500.0,,42 Seats available,A/C Seater / Sleeper (2+1),23:10,08h 00m,07:10,Malakpet,Below 3,others,AC Sleeper,A/C,Sleeper,23:00 - 00:00,07:00 - 08:00,Hyderabad to Guntur (Andhra P...
84,Hyderabad,Guntur (Andhra P...,MaNa Travels,899.0,,,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),23:30,05h 30m,05:00,,Below 3,below 1000,AC Sleeper,A/C,Sleeper,23:00 - 00:00,05:00 - 06:00,Hyderabad to Guntur (Andhra P...
85,Hyderabad,Kurnool,INDIANS EXPRESS TRAVELS,900.0,3.0,31 Seats available,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),20:25,05h 35m,02:00,Bhel,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,20:00 - 21:00,02:00 - 03:00,Hyderabad to Kurnool
86,Hyderabad,Kurnool,YAS TOURS AND TRAVELS,900.0,3.6,28 Seats available,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),15:25,02h 30m,17:55,Madinaguda-Green Bawarchi,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,15:00 - 16:00,17:00 - 18:00,Hyderabad to Kurnool
87,Hyderabad,Kurnool,Nanthi Travels,1299.0,3.6,6 Seats available,A/C Sleeper (2+1),16:00,05h 50m,21:50,Secunderabad,3 to 4,1000 to 3000,AC Sleeper,A/C,Sleeper,16:00 - 17:00,21:00 - 22:00,Hyderabad to Kurnool
88,Hyderabad,Kurnool,AdVEGA BUS,428.0,4.1,17 Seats available,NON AC Seater / Sleeper 2+1,22:30,04h 30m,03:00,Aramghar,4 to 5,others,Other,Non A/C,Sleeper,22:00 - 23:00,03:00 - 04:00,Hyderabad to Kurnool
89,Hyderabad,Kurnool,JBT TRAVELS,1299.0,3.0,27 Seats available,A/C Sleeper (2+1),16:30,06h 15m,22:45,Gandi Maisamma,3 to 4,1000 to 3000,AC Sleeper,A/C,Sleeper,16:00 - 17:00,22:00 - 23:00,Hyderabad to Kurnool
90,Hyderabad,Kurnool,Moksha Travels,940.0,3.6,7 Seats available,A/C Sleeper (2+1),17:00,18h 30m,11:30,Miyapur,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,17:00 - 18:00,11:00 - 12:00,Hyderabad to Kurnool
91,Hyderabad,Kurnool,RAVINA TRAVELS,999.0,3.8,10 Seats available,A/C Sleeper (2+1),17:00,28h 00m,21:00,Vanasthalipuram,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,17:00 - 18:00,21:00 - 22:00,Hyderabad to Kurnool
92,Hyderabad,Kurnool,Yolo Bus,589.0,3.6,21 Seats available,Bharat Benz A/C Seater /Sleeper (2+1),17:15,05h 54m,23:09,Miyapur,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,17:00 - 18:00,23:00 - 00:00,Hyderabad to Kurnool
