,Names,Bus_fare,Ratings,Seats,Bus_types,Starting_time,Duration,Ending_time,Starting_point
1045,Shrinath® Travel Agency Pvt. Ltd.,INR 500,4.0,25 Seats available,Volvo Multi Axle B9R A/C Sleeper (2+1),17:30,04h 50m,22:20,Gayatri travels
1046,Gayatri Travels,380,4.5,32 Seats available,NON AC Seater / Sleeper 2+1,23:00,06h 15m,05:15,"Neeraj travels,below makhan b..."
1047,Neeraj travels,INR 500,4.0,22 Seats available,A/C Seater / Sleeper (2+1),23:20,05h 05m,04:25,Ashok travels near rajput hos...
1048,Ashok Travels Mandsaur Group,INR 1610,4.4,10 Seats available,Volvo 9600 Multi-Axle A/C Sleeper (2+1),23:50,04h 25m,04:15,Station Road
1049,Mahalaxmi Travels,INR 599,4.2,35 Seats available,Bharat Benz A/C Seater /Sleeper (2+1),20:15,05h 00m,01:15,Raj eagle travels (raj express )
1050,Sagwan Travels,570,3.2,38 Seats available,A/C Seater / Sleeper (2+1),22:00,05h 19m,03:19,Neeraj bus service (sindhi camp)
1051,Shrinath Solitaire,INR 1200,3.6,27 Seats available,Bharat Benz A/C Sleeper (2+1),03:00,04h 00m,07:00,Near Rawat Hotel Metro Fly Ov...
1052,Sagwan Travels,665,3.6,26 Seats available,Bharat Benz A/C Seater /Sleeper (2+1),22:30,05h 40m,04:10,Ajmeri Puliya
1053,Mahalaxmi Travels,INR 499,2.3,25 Seats available,A/C Seater/Sleeper (2+1),22:15,04h 30m,02:45,TRIMURTI CIRCLE
1054,Parshwanath Travel Pvt. Ltd,452,2.6,30 Seats available,A/C Sleeper (2+1),19:30,05h 00m,00:30,Rishabh prime tours
1055,VGO BUS,INR 1199,2.6,33 Seats available,VE A/C Seater / Sleeper (2+1),23:30,04h 50m,04:20,Gopalwadi near jaipur junctio...
1056,Rishabh travels,648,2.2,25 Seats available,Bharat Benz A/C Sleeper (2+1),23:11,05h 20m,04:31,Goyal travel ( ho )
1057,Kalpana Travels Pvt. Ltd.,INR 350,2.2,26 Seats available,NON AC Seater / Sleeper 2+1,22:30,05h 30m,04:00,Goyal travel ( ho )
1058,Jai Shree Ganesh Travels,INR 500,2.0,35 Seats available,NON A/C Sleeper (2+1),00:40,04h 00m,04:40,Neeraj bus service (sindhi camp)
1059,Ashok tour and travels,INR 600,4.1,20 Seats available,NON A/C Sleeper (2+1),11:00,06h 00m,17:00,Railway Station Western Bus- ...
1060,Shrinath® Travel Agency Pvt. Ltd.,INR 700,3.8,39 Seats available,Bharat Benz A/C Sleeper (2+1),16:00,06h 20m,22:20,"Rewar travels,,below hotel po..."
1061,Shrinath® Travel Agency Pvt. Ltd.,1434,3.8,36 Seats available,Volvo Multi Axle B9R A/C Sleeper (2+1),00:20,03h 45m,04:05,Ashok travels near rajput hos...
1062,Laxmi Shatabdi Travels,INR 600,3.6,20 Seats available,NON A/C Sleeper (2+1),19:30,04h 00m,23:30,Station Road
1063,Vijay Tour and Travels,INR 799,3.8,32 Seats available,Bharat Benz A/C Seater /Sleeper (2+1),02:30,04h 50m,07:20,Pareek Travels Station Road
1064,Goyal Travels,INR 500,3.4,34 Seats available,A/C Seater / Sleeper (2+1),20:00,05h 00m,01:00,JAIN MAHAVEER TRAVELS POLO VI...
1065,Goyal Travels,INR 500,3.4,36 Seats available,A/C Seater / Sleeper (2+1),19:30,04h 45m,00:15,Sherton Hotel
1066,Ashok Travels Mandsaur Group,INR 610,3.4,30 Seats available,Non A/C Seater / Sleeper (2+1),00:30,05h 00m,05:30,JAIN MAHAVEER TRAVELS POLO VI...
1067,Nandu Travels,INR 1400,3.3,23 Seats available,A/C Sleeper (2+1),01:31,04h 23m,05:54,Chomu Pulia
1068,Gujarat Travels,570,3.3,37 Seats available,AC Sleeper (2+1),17:30,06h 00m,23:30,"Rewar travels,,below hotel po..."
1069,Sagwan Travels,570,3.3,36 Seats available,A/C Seater / Sleeper (2+1),20:10,05h 25m,01:35,"Rathore nandu travels, tiwari..."
1070,Western Bus,INR 810,3.8,7 Seats available,VE A/C Sleeper (2+1),23:35,04h 10m,03:45,Pink City Petrol Pump
1071,Amit Travels,INR 399,1.4,36 Seats available,A/C Seater / Sleeper (2+1),02:40,04h 50m,07:30,Narayan Singh Circle
1072,Raj travels Jhunjhunu,475,1.2,28 Seats available,A/C Seater / Sleeper (2+1),23:15,05h 25m,04:40,Gopal Wadi
